,nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,filiere,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,capacitereservoir,productible,debitmaximal,gestionnaire,hauteurchute
66164,EDF DPIH CHATELLERAULT,17W000000045203Y,860660301,Châtellerault,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,01/01/2006,01/01/2006,23/07/2022,CTLLE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2640.0,,,2640.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
66350,CHARDH-CENTRALE HYDRAULIQUE DE CHARDES-4,17W000000012749N,861120000,L'Isle-Jourdain,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,01/01/1926,01/05/1990,01/02/2022,CHARD,90 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,4830.0,,,,,4.0,En service,,,,,RTE,8.12
66503,H86.1,17W000001383739O,,Ligugé,CU du Grand Poitiers,Vienne,Nouvelle-Aquitaine,21/04/2022,21/04/2022,21/04/2022,PAPAU,BT,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,,En service,0.0,0.0,1000000.0,0.0,Enedis,3.0
66620,JOUSSH-CENTRALE HYDRAULIQUE DE JOUSSEAU-4,17W000000012780T,861590000,Millac,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,01/01/1928,01/05/1990,01/02/2022,JOUSS,90 kV,DIRECT,Hydraulique,,,ECLUSEE,,5400.0,,,,,3.0,En service,,,,,RTE,10.2
66621,ROCHEH-CENTRALE HYDRAULIQUE DE ROCHE (LA)-4,17W000000012254D,861590000,Millac,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,16/04/2014,16/04/2014,15/03/2022,I.JOU,90 kV,DIRECT,Hydraulique,,,ECLUSEE,,8700.0,,,,,4.0,En service,,,,,RTE,11.5
66697,CEN86174P070106,17W0000009924634,861740101,Naintré,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,14/01/2020,14/01/2020,14/04/2022,,BT,Direct,Hydraulique,,,,,40.0,,,40.0,,,En service,,,,,SRD,
66701,Confidentiel,17W0000001584881,861750000,Nalliers,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,01/06/2012,01/06/2012,23/07/2022,CXVIG,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
66761,MV86190000003,17W000000486264V,861900000,Persac,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,18/10/2012,18/10/2012,14/04/2022,,HTA,Direct,Hydraulique,,,,,1392.0,,,1152.0,,,En service,,,,,SRD,
66878,Confidentiel,17W000000149707G,862070000,La Roche-Posay,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,08/10/1997,08/10/1997,23/07/2022,ORANG,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,255.0,,,210.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67094,CES254HYD00001,17W000000483245D,862540000,Saulgé,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,01/01/2007,01/01/2007,14/04/2022,,HTA,Direct,Hydraulique,,,,,55.0,,,55.0,,,En service,,,,,SRD,
67316,Confidentiel,17W000000059696X,870010101,Aixe-sur-Vienne,CC du Val de Vienne,Haute-Vienne,Nouvelle-Aquitaine,19/06/2002,19/06/2002,31/12/2020,AUREN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,323.0,,,320.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67317,Confidentiel,17W000000052573A,870010101,Aixe-sur-Vienne,CC du Val de Vienne,Haute-Vienne,Nouvelle-Aquitaine,05/11/2015,05/11/2015,31/12/2020,AUREN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,320.0,,,320.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67365,Confidentiel,17W000000051246U,870140000,Bessines-sur-Gartempe,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,V.GRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,337.0,,,337.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67399,EDF DPIH BUJALEUF,17W000000052946Y,870240000,Bujaleuf,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,02/12/2006,02/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67400,EDF DPIH LANGLERET,17W000000058730R,870240000,Bujaleuf,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/12/2006,01/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67402,EDF DPIH MARTINEIX,17W000000164488F,,Bujaleuf,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/12/2006,01/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67403,EDF DPIH FLEIX,17W0000000527813,870240000,Bujaleuf,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/12/2006,01/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67410,Confidentiel,17W000000057790E,870280000,Val-d'Oire-et-Gartempe,CC Haut Limousin en Marche,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,171.0,,,171.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67426,Confidentiel,17W000000053389Z,,Champnétery,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,02/12/2006,02/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2400.0,,,2400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67443,Confidentiel,17W000000049930K,870410000,Châteauponsac,CC Gartempe - Saint-Pardoux,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,17/06/2021,V.GRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67453,LA BOBILANCE,17W0000000417767,,Le Châtenet-en-Dognon,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,11/07/2022,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67464,Confidentiel,17W000000996762B,870480102,Condat-sur-Vienne,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,20/11/2020,20/11/2020,26/04/2022,MAGRE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,90.0,,,90.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67466,Confidentiel,17W000000045668R,870480101,Condat-sur-Vienne,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,09/12/2016,09/12/2016,31/12/2020,MAGRE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,360.0,,,360.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67475,Confidentiel,17W000000049908D,870490000,Coussac-Bonneval,CC du Pays de Saint-Yrieix,Haute-Vienne,Nouvelle-Aquitaine,01/04/1999,01/04/1999,01/07/2015,SSYRI,BT,Direct,Hydraulique,,,FIL DE L'EAU,,45.0,,,45.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67523,CHARNAILLAT,17W000000056518Z,870640000,Eymoutiers,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,15/10/2004,15/10/2004,31/12/2020,VEYTI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,380.0,,,380.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67527,Confidentiel,17W000000427672A,870640000,Eymoutiers,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/02/2010,01/02/2010,23/12/2022,VEYTI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3900.0,,,3900.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67536,Confidentiel,17W0000001643523,870670000,Folles,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,01/10/1997,01/10/1997,31/12/2020,V.GRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,145.0,,,145.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67555,Confidentiel,17W000000155278R,870750101,Isle,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,AUREN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,307.0,,,307.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67558,Confidentiel,17W000000422170M,870750103,Isle,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,AUREN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,350.0,,,350.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67559,Confidentiel,17W000000056367U,,Isle,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,12/10/2022,AUREN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,310.0,,,295.0,,,En service,0.0,0.18,1.65,0.0,Enedis,1.58
67710,Confidentiel,17W000001436351L,871130103,Le Palais-sur-Vienne,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,01/12/1997,01/12/1997,27/10/2022,CASSE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2650.0,,,2650.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67719,Confidentiel,17W000000053266E,871160000,Peyrat-de-Bellac,CC Haut Limousin en Marche,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,250.0,,,250.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67723,Confidentiel,17W000000420428J,871160000,Peyrat-de-Bellac,CC Haut Limousin en Marche,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,30/12/2020,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,195.0,,,195.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67727,P.CHAH-CENTRALE HYDRAULIQUE DE PEYRAT-LE-CHATEAU-4,17W000000012399O,871170000,Peyrat-le-Château,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/01/1952,01/05/1990,21/10/2020,P.CHA,90 kV,DIRECT,Hydraulique,,,LAC,,63500.0,,,,,3.0,En service,,,,,RTE,252.0
67743,Confidentiel,17W000000059354O,871210000,Rancon,CC Gartempe - Saint-Pardoux,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,120.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67749,Confidentiel,17W0000001541844,871210000,Rancon,CC Gartempe - Saint-Pardoux,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,23/05/2022,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,150.0,,,En service,0.0,0.0,700000.0,0.0,Enedis,2.2
67775,USINE HYDROELEC. DE BRIGNAC,17W0000001523846,871290000,Royères,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,340.0,,,340.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67780,S.VIEH-CENTRALE HYDRAULIQUE DE SAILLAT-SUR-VIENNE (LE)-4,17W0000000127501,871310000,Saillat-sur-Vienne,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,01/01/1955,,08/10/2015,GORRE,90 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,1600.0,,,,,4.0,En service,,,,,RTE,1.8
67799,FJ PRODUCTIONS ELECTRIQUE,17W000000402136Y,871400000,Saint-Brice-sur-Vienne,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,208.0,,,208.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67801,CHMH,17W000001686117M,,Saint-Brice-sur-Vienne,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,03/10/1997,03/10/1997,01/05/2022,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,540.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67803,Confidentiel,17W000000402623N,871420000,Saint-Denis-des-Murs,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,01/12/2006,01/12/2006,23/12/2022,M.LAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3200.0,,,3200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67804,Confidentiel,17W000000151365F,871420000,Saint-Denis-des-Murs,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,26/09/2022,VEYTI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,154.0,,,130.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67831,Confidentiel,17W000000433186X,871510000,Saint-Jean-Ligoure,CC Pays de Nexon Monts de Chalus,Haute-Vienne,Nouvelle-Aquitaine,02/07/2015,02/07/2015,01/08/2016,MAGRE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,107.4,,,108.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67837,M.LARH-CENTRALE HYDRAULIQUE DE MONT-LARRON-4,17W0000000123476,871530000,Saint-Julien-le-Petit,CC des Portes de Vassivière,Haute-Vienne,Nouvelle-Aquitaine,01/01/1958,,31/12/2009,M.LAR,90 kV,DIRECT,Hydraulique,,,ECLUSEE,,10970.0,,,,,1.0,En service,,,,,RTE,44.2
67839,Confidentiel,17W0000001486839,871540102,Saint-Junien,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,03/10/1997,03/10/1997,25/03/2021,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,620.0,,,620.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67849,Confidentiel,17W000000043438H,871540203,Saint-Junien,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,01/11/1999,01/11/1999,31/12/2020,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,245.0,,,245.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67854,Confidentiel,17W0000003974105,871540102,Saint-Junien,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,23/05/2022,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,280.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67883,CENTRALE DE FAREBOUT,17W000000044399X,871610101,Saint-Léonard-de-Noblat,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,01/12/1998,01/12/1998,16/06/2021,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67892,Confidentiel,17W000000920785Y,871618014,Saint-Léonard-de-Noblat,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,01/01/1912,01/01/1912,29/07/2022,,BT,Direct,Hydraulique,,,FIL DE L'EAU,,210.0,,,210.0,,,En service,,,,,Régie municipale électrique de Saint Leonard de Noblat,
67906,Confidentiel,17W000000045129K,871670000,Saint-Martin-Terressus,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,15/10/2009,15/10/2009,23/12/2022,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,501.0,,,501.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67912,SSMC H-CENTRALE HYDRAULIQUE DE ST-MARC-4,17W000000012893G,871670000,Saint-Martin-Terressus,CC de Noblat,Haute-Vienne,Nouvelle-Aquitaine,01/01/1930,05/02/2015,17/09/2021,SSMC,90 kV,DIRECT,Hydraulique,,,ECLUSEE,,13500.0,,,,,3.0,En service,,,,,RTE,36.25
67923,Centrale de Chome,17W000001351686A,871720000,Saint-Ouen-sur-Gartempe,CC Haut Limousin en Marche,Haute-Vienne,Nouvelle-Aquitaine,08/12/2021,08/12/2021,27/12/2021,BELLA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,499.0,,,435.0,,,En service,0.0,0.16,1500000.0,0.0,Enedis,3.84
67946,HYDROELEC GCET,17W000000041211I,871780000,Saint-Priest-Taurion,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,01/05/2007,01/05/2007,01/01/2018,SSNOB,BT,Direct,Hydraulique,,,FIL DE L'EAU,,100.0,,,100.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67948,EDF DPIH CHAUVAN,17W000000414648S,871780000,Saint-Priest-Taurion,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,01/01/2009,01/01/2009,23/12/2022,JUNIA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1600.0,,,1600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67951,Confidentiel,17W000000050813Q,871780000,Saint-Priest-Taurion,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,03/03/2022,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67952,MICRO-CENTRALE DE MAQUETEAU,17W000000050837C,,Saint-Priest-Taurion,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,01/11/1997,01/11/1997,15/03/2022,SSNOB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,106.0,,,270.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67958,Confidentiel,17W000000046764Q,871810000,Saint-Sulpice-Laurière,CC Élan Limousin Avenir Nature,Haute-Vienne,Nouvelle-Aquitaine,29/05/2015,29/05/2015,01/04/2021,V.GRA,BT,Direct,Hydraulique,,,FIL DE L'EAU,,120.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67966,Confidentiel,17W000000060699T,871850000,Saint-Victurnien,CC Porte Océane du Limousin,Haute-Vienne,Nouvelle-Aquitaine,01/07/2004,01/07/2004,01/03/2019,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,140.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
67983,Confidentiel,17W000000048044D,871880000,Saint-Yrieix-sous-Aixe,CC du Val de Vienne,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,31/12/2020,SSJUN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,122.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68017,Confidentiel,17W0000000597807,872010000,Verneuil-sur-Vienne,CU Limoges Métropole,Haute-Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,16/02/2022,SSVI6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,156.0,,,156.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68055,EX // CENTRALE DE THUNIMONT,17W000000123346R,880290000,La Vôge-les-Bains,CA d'Épinal,Vosges,Grand Est,14/11/2013,14/11/2013,01/07/2015,B.BAI,BT,Direct,Hydraulique,,,FIL DE L'EAU,,288.4,,,185.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68058,LA MANUFACTURE,17W000000044194E,880290000,La Vôge-les-Bains,CA d'Épinal,Vosges,Grand Est,09/10/1997,09/10/1997,18/10/2022,B.BAI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,170.0,,,170.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68062,CENTRALE DE TROUGEMONT,17W000000153035Q,880370000,Basse-sur-le-Rupt,CC des Hautes Vosges,Vosges,Grand Est,01/11/2012,01/11/2012,05/10/2022,CORN6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68064,Confidentiel,17W000000053463C,,Beauménil,CC Bruyères-Vallons des Vosges,Vosges,Grand Est,09/10/1997,09/10/1997,18/10/2022,LAVE5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,446.0,,,270.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68067,Confidentiel,17W000001434822I,880480000,Bellefontaine,CA d'Épinal,Vosges,Grand Est,09/10/1997,09/10/1997,30/11/2022,PLOMB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,295.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68074,Centrale Blanchemer,17W000001240438A,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,12/05/1905,12/05/1905,28/07/2022,,HTA,Direct,Hydraulique,,,,,300.0,,,300.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68075,Confidentiel,17W0000012383013,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,19/03/1905,19/03/1905,28/07/2022,,HTA,Direct,Hydraulique,,,,,140.0,,,140.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68076,Confidentiel,17W000000966399M,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,22/06/1905,22/06/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,FIL DE L'EAU,,1000.0,,,1000.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68077,Confidentiel,17W000000966430H,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,19/03/1905,19/03/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,LAC,,140.0,,,140.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68078,Confidentiel,17W000001240236M,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,29/05/1905,29/05/1905,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,220.0,,,220.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68079,Centrale Vertbruche,17W000001231764Z,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,08/04/1905,08/04/1905,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68080,Centrale Vertbruche,17W000000966549T,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,08/04/1905,08/04/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68081,Confidentiel,17W000000966612B,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,05/06/1905,05/06/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,LAC,,1700.0,,,1700.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68082,Confidentiel,17W000001241757Q,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,22/06/1905,22/06/1905,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1000.0,,,1000.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68083,Confidentiel,17W000001241907X,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,05/06/1905,05/06/1905,28/07/2022,,HTA,Direct,Hydraulique,,,,,1700.0,,,1700.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68084,Confidentiel,17W000001236099J,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,14/03/1905,14/03/1905,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,75.0,,,75.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68085,Confidentiel,17W0000012388167,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,06/07/1905,16/03/2015,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,790.0,,,790.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68086,Confidentiel,17W000000906682Q,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,14/03/1905,14/03/1905,28/07/2022,,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,375.0,,,375.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68088,DAV EAU ENERGY,17W000001234629Q,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,07/07/1905,01/01/2016,28/07/2022,,BT,Direct,Hydraulique,,,FIL DE L'EAU,,48.0,,,48.0,,,En service,,,,,Régie municipale d'électricité de La Bresse,
68089,Confidentiel,17W0000009663652,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,14/03/1905,14/03/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,FIL DE L'EAU,,75.0,,,75.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68090,Confidentiel,17W000000966849H,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,06/07/1905,16/03/2015,01/12/2020,,HTA,DIRECT,Hydraulique,,,FIL DE L'EAU,,790.0,,,790.0,,3.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68091,Centrale Blanchemer,17W0000009667135,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,12/05/1905,12/05/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,LAC,,300.0,,,300.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68092,DAV EAU ENERGY,17W0000009666074,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,07/07/1905,01/01/2016,01/12/2020,,BT,DIRECT,Hydraulique,,,FIL DE L'EAU,,48.0,,,48.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68093,Confidentiel,17W0000009665256,880750000,La Bresse,CC des Hautes Vosges,Vosges,Grand Est,29/05/1905,29/05/1905,01/12/2020,,HTA,DIRECT,Hydraulique,,,FIL DE L'EAU,,220.0,,,220.0,,1.0,En service,,,,,Régie municipale d'électricité de La Bresse,
68100,Confidentiel,17W0000002450842,880810000,Bussang,CC des Ballons des Hautes-Vosges,Vosges,Grand Est,14/10/2011,14/10/2011,01/07/2015,THILL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,225.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
68103,Confidentiel,17W000000042860D,,Champ-le-Duc,CC Bruyères-Vallons des Vosges,Vosges,Grand Est,09/10/1997,09/10/1997,08/03/2022,LAVE5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,300.0,,,300.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
