nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
Confidentiel,17W0000000325052,2B1350000,Isolaccio-di-Fiumorbo,CC de Fium'Orbu Castellu,Haute-Corse,Corse,26/04/2017,26/04/2017,29/07/2022,,HTA,Direct,,,,,607.0,,,En service,EDF-SEI
Confidentiel,17W0000000327946,2B3200000,Tallone,CC de l'Oriente,Haute-Corse,Corse,15/04/2009,15/04/2009,14/04/2022,,HTA,Direct,,,,,1688.0,,,En service,EDF-SEI
Confidentiel,17W0000000965911,10330301,Valserhône,CC du Pays Bellegardien (CCPB),Ain,Auvergne-Rhône-Alpes,01/02/2014,01/02/2014,17/06/2022,ARLOD,HTA,Direct,DECHETS MENAGERS,,AUTRE,,11746.0,8500.0,,En service,Enedis
Confidentiel,17W000000414819R,10400000,Béréziat,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,19/11/2015,19/11/2015,23/09/2021,MTREV,BT,Direct,,,AUTRE,,200.0,200.0,,En service,Enedis
GAEC DE STIVAN,17W000001010871S,10460000,Biziat,CC de la Veyle,Ain,Auvergne-Rhône-Alpes,01/10/2020,01/10/2020,23/12/2020,CRUET,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000504378U,10790000,Champagne-en-Valromey,CC Bugey Sud,Ain,Auvergne-Rhône-Alpes,08/01/2019,08/01/2019,07/07/2021,BRACH,BT,Direct,,,COGENERATION A COMBUSTION,,211.0,211.0,,En service,Enedis
VALROMETHA,17W000000493708U,10790000,Champagne-en-Valromey,CC Bugey Sud,Ain,Auvergne-Rhône-Alpes,24/10/2018,24/10/2018,07/07/2021,BRACH,BT,Direct,,,MOTEUR A PISTON,,231.0,231.0,,En service,Enedis
GAEC P2MN,17W000000419518G,11280000,Courtes,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,15/07/2014,15/07/2014,06/07/2021,ROMEN,BT,Direct,,,COGENERATION A COMBUSTION,,204.0,204.0,,En service,Enedis
Confidentiel,17W000000961295M,11300000,Bresse Vallons,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,05/02/2020,05/02/2020,07/07/2021,MTREV,BT,Direct,,,COGENERATION A COMBUSTION,,210.0,210.0,,En service,Enedis
Confidentiel,17W000000397670G,11470000,Domsure,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,11/04/2013,11/04/2013,05/07/2021,G.CHE,BT,Direct,,,,,50.0,90.0,,En service,Enedis
SARL METHANEA,17W0000009726476,12120000,Lescheroux,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,20/07/2020,20/07/2020,19/10/2022,MTREV,HTA,Direct,,,,,380.0,380.0,,En service,Enedis
Confidentiel,17W000000933118F,12320000,Marboz,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,24/09/2019,24/09/2019,07/07/2021,G.CHE,BT,Direct,,,COGENERATION A COMBUSTION,,166.0,166.0,,En service,Enedis
Confidentiel,17W000000460667E,12730000,Neuville-sur-Ain,CC Rives de l'Ain - Pays du Cerdon,Ain,Auvergne-Rhône-Alpes,04/10/2017,04/10/2017,07/07/2021,HAUT6,BT,Direct,,,MOTEUR A PISTON,,50.0,50.0,,En service,Enedis
GAEC LES MITRANGES,17W000000491398T,13430000,Saint-Cyr-sur-Menthon,CC de la Veyle,Ain,Auvergne-Rhône-Alpes,18/09/2018,18/09/2018,07/07/2021,CRUET,BT,Direct,,,COGENERATION A COMBUSTION,,76.0,76.0,,En service,Enedis
Confidentiel,17W000000423682R,14510101,Viriat,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,16/11/2012,16/11/2012,01/07/2019,VIRIA,HTA,Direct,,,AUTRE,,1050.0,1400.0,,En service,Enedis
OVADE ORGANOM,17W000000461269L,14510101,Viriat,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,21/10/2015,21/10/2015,05/10/2021,VIRIA,HTA,Direct,,,AUTRE,,1900.0,1900.0,,En service,Enedis
Confidentiel,17W000000046093A,20100000,Allemant,CC du Val de l'Aisne,Aisne,Hauts-de-France,01/06/2007,01/06/2007,01/01/2019,SOISS,HTA,Direct,,,COGENERATION A VAPEUR,,1300.0,1300.0,,En service,Enedis
Confidentiel,17W000000422107T,23130000,Flavigny-le-Grand-et-Beaurain,CC Thiérache Sambre et Oise,Aisne,Hauts-de-France,30/09/2014,30/09/2014,20/04/2021,NOYAL,HTA,Direct,,,AUTRE,,845.0,845.0,,En service,Enedis
BIOGAZ ECOCENTRE LA TUILERIE,17W000000423359Y,23560000,Grisolles,CA de la Région de Château-Thierry,Aisne,Hauts-de-France,19/09/2014,19/09/2014,02/07/2019,FERE,HTA,Direct,,,AUTRE,,1640.0,1640.0,,En service,Enedis
confidentiel,17W0000009217713,23720000,Hartennes-et-Taux,CC du Canton d'Oulchy-le-Château,Aisne,Hauts-de-France,01/03/2015,01/03/2015,28/07/2022,SOISS,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,SICAE de l'Aisne
Confidentiel,17W000001017433H,23790000,Le Hérie-la-Viéville,CC de la Thiérache du Centre,Aisne,Hauts-de-France,23/03/2021,23/03/2021,23/03/2021,THIE9,HTA,Indirect,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
confidentiel,17W000001576511V,23910000,Jeantes,CC des Trois Rivières,Aisne,Hauts-de-France,21/06/2022,21/06/2022,21/06/2022,,BT,Direct,,,PHOTOVOLTAIQUE,,44.0,44.0,,En service,SICAE de l'Aisne
Confidentiel,17W0000005042583,25580000,Le Nouvion-en-Thiérache,CC de la Thiérache du Centre,Aisne,Hauts-de-France,08/01/2019,08/01/2019,27/05/2020,BOUE,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
EARL DE L'OURCQ,17W000001392147B,25800000,Oulchy-le-Château,CC du Canton d'Oulchy-le-Château,Aisne,Hauts-de-France,09/06/2022,09/06/2022,09/06/2022,FERE,HTA,Direct,,,COGENERATION A COMBUSTION,,370.0,230.0,,En service,Enedis
Confidentiel,17W000000966025Q,,Prémont,CC du Pays du Vermandois,Aisne,Hauts-de-France,26/05/2020,26/05/2020,26/05/2020,BOHAI,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
RUPRET01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE RUPREUX,17W000001374586O,27800000,Venizel,CA GrandSoissons Agglomération,Aisne,Hauts-de-France,16/05/2022,16/05/2022,16/05/2022,RUPRE,225 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,5600.0,4000.0,1.0,En service,RTE
Confidentiel,17W000000961279K,30480000,Cérilly,CC du Pays de Tronçais,Allier,Auvergne-Rhône-Alpes,04/02/2020,04/02/2020,10/03/2022,COULE,HTA,Direct,,,COGENERATION A COMBUSTION,,360.0,360.0,,En service,Enedis
Confidentiel,17W000000973883Q,30580000,Chappes,CC Commentry Montmarault Néris Communauté,Allier,Auvergne-Rhône-Alpes,09/07/2020,09/07/2020,30/03/2022,VLEF5,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GASEO DEVELOPPEMENT,17W0000004327987,30760000,Chézy,CA Moulins Communauté,Allier,Auvergne-Rhône-Alpes,05/02/2013,05/02/2013,26/07/2021,YZEUR,HTA,Direct,,,,,1140.0,580.0,,En service,Enedis
RAYNAT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE RAYNAUDS (LES),17W000000013430E,30820101,Commentry,CC Commentry Montmarault Néris Communauté,Allier,Auvergne-Rhône-Alpes,29/10/2015,,29/10/2015,RAYNA,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,14800.0,14800.0,1.0,En service,RTE
Confidentiel,17W000000430512O,30950106,Cusset,CA Vichy Communauté,Allier,Auvergne-Rhône-Alpes,15/02/2011,15/02/2011,01/07/2015,VICHY,HTA,Direct,,,AUTRE,,1045.0,1045.0,,En service,Enedis
Confidentiel,17W000000414225J,31460000,Limoise,CA Moulins Communauté,Allier,Auvergne-Rhône-Alpes,17/12/2014,17/12/2014,09/02/2022,COULE,BT,Direct,,,,,160.0,160.0,,En service,Enedis
ISDND DE VILLENUE,17W0000004177853,31580000,Haut-Bocage,CC du Val de Cher,Allier,Auvergne-Rhône-Alpes,27/01/2011,27/01/2011,15/06/2022,VALL7,HTA,Direct,,,,,716.0,1137.0,,En service,Enedis
Confidentiel,17W000001023461Q,32700000,Sazeret,CC Commentry Montmarault Néris Communauté,Allier,Auvergne-Rhône-Alpes,08/02/2021,08/02/2021,08/02/2021,VLEF5,BT,Direct,BOIS,,AUTRE,,101.0,101.0,,En service,Enedis
Confidentiel,17W0000004604235,32810000,Le Theil,CC Saint-Pourçain Sioule Limagne,Allier,Auvergne-Rhône-Alpes,28/11/2017,28/11/2017,01/05/2020,CRESS,HTA,Indirect,,,,,500.0,500.0,,En service,Enedis
Confidentiel,17W000001351554R,33170000,Viplaix,CC du Pays d'Huriel,Allier,Auvergne-Rhône-Alpes,03/12/2021,03/12/2021,14/03/2022,BOUS5,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000408517T,42300000,Valensole,CA Durance-Lubéron-Verdon Agglomération,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,14/12/2011,14/12/2011,06/07/2022,SSTUL,HTA,Direct,,,AUTRE,,935.0,935.0,,En service,Enedis
Confidentiel,17W000000426672F,50610108,Gap,CA Gap-Tallard-Durance,Hautes-Alpes,Provence-Alpes-Côte d'Azur,17/04/2013,17/04/2013,09/10/2018,GRISO,BT,Direct,,,AUTRE,,150.0,150.0,,En service,Enedis
Confidentiel,17W000000082481Y,51780000,Ventavon,CC du Sisteronais-Buëch,Hautes-Alpes,Provence-Alpes-Côte d'Azur,17/04/2014,17/04/2014,21/05/2021,VENTA,HTA,Direct,,,AUTRE,,1666.0,1666.0,,En service,Enedis
UNIVALOM,17W0000001553443,,Antibes,CA de Sophia Antipolis,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,01/10/2008,01/10/2008,26/09/2022,VALBO,HTA,Direct,DECHETS MENAGERS,,TURBINE A COMBUSTION,,9730.0,9730.0,,En service,Enedis
Confidentiel,17W000001375276Y,60880901,Nice,Métropole Nice Côte d'Azur,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,28/01/2003,28/01/2003,14/09/2022,T.VIC,HTA,Direct,DECHETS MENAGERS,,COGENERATION A COMBUSTION,,11000.0,11000.0,,En service,Enedis
SARL AGRITEXIA,17W000000395759A,,Ardoix,CA Annonay Rhône Agglo,Ardèche,Auvergne-Rhône-Alpes,25/02/2016,25/02/2016,06/07/2021,SSVAL,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
AGRITEXIA - SITE DE CHEMINAS,17W0000000681235,70630000,Cheminas,CA Arche Agglo,Ardèche,Auvergne-Rhône-Alpes,05/09/2014,05/09/2014,09/07/2021,SSVAL,BT,Direct,,,AUTRE,,200.0,250.0,,En service,Enedis
Confidentiel,17W000000492628X,71770000,Plats,CA Arche Agglo,Ardèche,Auvergne-Rhône-Alpes,11/09/2018,11/09/2018,12/07/2021,TAIN,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000965606B,80230000,Artaise-le-Vivier,CC des Portes du Luxembourg,Ardennes,Grand Est,25/05/2020,25/05/2020,01/09/2022,FLOIN,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001434821K,80270000,Auboncourt-Vauzelles,CC des Crêtes Préardennaises,Ardennes,Grand Est,07/09/2022,07/09/2022,07/09/2022,RETHE,BT,Direct,,,COGENERATION A COMBUSTION,,172.0,172.0,,En service,Enedis
Confidentiel,17W000000969075X,80550000,Beaumont-en-Argonne,CC des Portes du Luxembourg,Ardennes,Grand Est,11/06/2020,11/06/2020,19/05/2021,STENA,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001022157Y,81020000,Chappes,CC des Crêtes Préardennaises,Ardennes,Grand Est,17/11/2020,17/11/2020,17/11/2020,RETHE,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000431235J,81240000,Clavy-Warby,CC des Crêtes Préardennaises,Ardennes,Grand Est,26/07/2013,26/07/2013,31/05/2021,MOHON,BT,Direct,,,,,150.0,150.0,,En service,Enedis
SAEM ARCAVI,17W000000058392L,81560000,Éteignières,CC Ardennes Thiérache,Ardennes,Grand Est,16/04/2007,16/04/2007,18/10/2022,LIART,HTA,Direct,,,,,943.0,943.0,,En service,Enedis
SAEM ARCAVI site,17W000000400132F,81560000,Éteignières,CC Ardennes Thiérache,Ardennes,Grand Est,30/12/2009,30/12/2009,01/11/2022,LIART,HTA,Direct,,,AUTRE,,537.0,537.0,,En service,Enedis
Confidentiel,17W000000432779B,81580000,Étrépigny,CA Ardenne Métropole,Ardennes,Grand Est,03/07/2007,03/07/2007,26/03/2019,P.TER,BT,Direct,,,TURBINE A COMBUSTION,,76.5,77.0,,En service,Enedis
Confidentiel,17W000001022281X,81590000,Euilly-et-Lombut,CC des Portes du Luxembourg,Ardennes,Grand Est,27/04/2021,27/04/2021,17/08/2021,OSNES,BT,Direct,,,COGENERATION A COMBUSTION,,244.0,150.0,,En service,Enedis
Confidentiel,17W000000956185A,81890000,Girondelle,CC Ardennes Thiérache,Ardennes,Grand Est,17/12/2019,17/12/2019,12/12/2022,LIART,HTA,Direct,,,,,250.0,250.0,,En service,Enedis
METHAGREVES,17W000000970041F,81980000,Grandpré,CC de l'Argonne Ardennaise,Ardennes,Grand Est,26/05/2020,26/05/2020,01/01/2021,FLEVI,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
LA BRULERIE -SiteProductionMorale,17W0000010104903,81980000,Grandpré,CC de l'Argonne Ardennaise,Ardennes,Grand Est,17/02/2021,17/02/2021,17/02/2021,VOUZI,BT,Direct,,,TURBINE A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000383053T,82000000,Grivy-Loisy,CC de l'Argonne Ardennaise,Ardennes,Grand Est,30/08/2016,30/08/2016,18/10/2022,VOUZI,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000043102D,82500000,Leffincourt,CC de l'Argonne Ardennaise,Ardennes,Grand Est,18/11/2016,18/11/2016,29/12/2022,PTFAV,HTA,Direct,,,AUTRE,,668.0,666.0,,En service,Enedis
GOSSET-NERGIE,17W0000009138244,82540000,Liart,CC Ardennes Thiérache,Ardennes,Grand Est,22/05/2019,22/05/2019,17/10/2022,LIART,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000009139127,82740000,Marcq,CC de l'Argonne Ardennaise,Ardennes,Grand Est,03/04/2019,03/04/2019,24/06/2020,FLEVI,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001366757J,82770000,Marlemont,CC Ardennes Thiérache,Ardennes,Grand Est,01/12/2021,01/12/2021,01/12/2021,LIART,BT,Direct,,,,,218.0,250.0,,En service,Enedis
Confidentiel,17W0000013139993,83100000,Mouron,CC de l'Argonne Ardennaise,Ardennes,Grand Est,22/06/2021,22/06/2021,03/03/2022,VOUZI,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
Confidentiel,17W0000003773614,83440000,Prez,CC Ardennes Thiérache,Ardennes,Grand Est,13/04/2016,13/04/2016,05/10/2022,LIART,HTA,Direct,,,AUTRE,,500.0,500.0,,En service,Enedis
Confidentiel,17W0000009262069,83500000,Quatre-Champs,CC de l'Argonne Ardennaise,Ardennes,Grand Est,25/06/2019,25/06/2019,28/10/2022,VOUZI,HTA,Direct,,,COGENERATION A COMBUSTION,,340.0,340.0,,En service,Enedis
METHABEAURY,17W000000910618M,83730000,Rumigny,CC Ardennes Thiérache,Ardennes,Grand Est,06/02/2019,06/02/2019,17/10/2022,LIART,HTA,Direct,,,COGENERATION A COMBUSTION,,326.0,326.0,,En service,Enedis
GAZOVERT,17W0000009140202,83730000,Rumigny,CC Ardennes Thiérache,Ardennes,Grand Est,25/04/2019,25/04/2019,01/12/2022,LIART,HTA,Direct,,,,,350.0,267.0,,En service,Enedis
Confidentiel,17W0000004304584,,Sachy,CC des Portes du Luxembourg,Ardennes,Grand Est,10/07/2014,10/07/2014,18/10/2022,OSNES,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000422782S,83760000,Sailly,CC des Portes du Luxembourg,Ardennes,Grand Est,23/10/2013,23/10/2013,16/10/2018,OSNES,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000000718139,83760000,Sailly,CC des Portes du Luxembourg,Ardennes,Grand Est,14/03/2012,14/03/2012,17/10/2018,OSNES,BT,Direct,,,TURBINE A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000009688772,84000000,Sapogne-et-Feuchères,CA Ardenne Métropole,Ardennes,Grand Est,09/06/2020,09/06/2020,09/06/2020,MOHON,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
UMAP,17W000000956139H,84010000,Saulces-Champenoises,CC des Crêtes Préardennaises,Ardennes,Grand Est,10/12/2019,10/12/2019,18/10/2022,VOUZI,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W0000010044145,84060000,Savigny-sur-Aisne,CC de l'Argonne Ardennaise,Ardennes,Grand Est,13/01/2021,13/01/2021,04/11/2022,VOUZI,HTA,Direct,,,COGENERATION A COMBUSTION,,330.0,330.0,,En service,Enedis
ISDND DE SOMMAUTHE,17W0000014462852,84240000,Sommauthe,CC de l'Argonne Ardennaise,Ardennes,Grand Est,24/11/2022,24/11/2022,24/11/2022,FLEVI,HTA,Direct,,,AUTRE,,635.0,610.0,,En service,Enedis
SARL METHABIO,17W000000065589B,84250000,Sommerance,CC de l'Argonne Ardennaise,Ardennes,Grand Est,03/05/2016,03/05/2016,18/10/2022,FLEVI,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000014572186,84370000,Tailly,CC de l'Argonne Ardennaise,Ardennes,Grand Est,21/12/2022,21/12/2022,21/12/2022,FLEVI,BT,Direct,,,,,80.0,80.0,,En service,Enedis
Confidentiel,17W0000019932532,,Tailly,CC de l'Argonne Ardennaise,Ardennes,Grand Est,21/12/2022,21/12/2022,21/12/2022,FLEVI,BT,Direct,,,COGENERATION A COMBUSTION,,80.0,80.0,,En service,Enedis
Confidentiel,17W0000013219055,84500000,This,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,27/04/2021,27/04/2021,07/10/2022,MOHON,BT,Direct,,,COGENERATION A COMBUSTION,,296.0,250.0,,En service,Enedis
METHA BEP,17W000000914005Z,84500000,This,CC Vallées et Plateau d'Ardenne,Ardennes,Grand Est,15/05/2019,15/05/2019,15/07/2019,MOHON,BT,Direct,,,,,195.0,195.0,,En service,Enedis
Confidentiel,17W000000089467U,84880000,Vivier-au-Court,CA Ardenne Métropole,Ardennes,Grand Est,28/07/2016,28/07/2016,18/10/2022,TENDR,HTA,Direct,,,TURBINE A COMBUSTION,,946.0,400.0,,En service,Enedis
CSDU DE BERBIAC,17W000000050646J,91800000,Manses,CC du Pays de Mirepoix,Ariège,Occitanie,14/10/2010,14/10/2010,23/03/2022,MIREP,HTA,Direct,,,AUTRE,,819.0,819.0,,En service,Enedis
USINE BIOGAZ ARSEME,17W000001436348A,91990000,Montaut,CC des Portes d'Ariège Pyrénées,Ariège,Occitanie,21/10/2022,21/10/2022,10/11/2022,RIVEN,BT,Direct,,,,,65.0,65.0,,En service,Enedis
CENTRALE ABC,17W000000419196C,92070000,Montgailhard,CA Pays Foix-Varilhes,Ariège,Occitanie,06/08/2015,06/08/2015,06/09/2022,FOIX,HTA,Direct,BOIS,,AUTRE,,4000.0,4000.0,,En service,Enedis
GAZPROD,17W000000491006Z,100750000,Champfleury,CC Seine et Aube,Aube,Grand Est,10/10/2018,10/10/2018,17/10/2022,ARCIS,HTA,Direct,,,,,500.0,500.0,,En service,Enedis
VALAUBIA,17W0000010104806,100810101,La Chapelle-Saint-Luc,CA Troyes Champagne Métropole,Aube,Grand Est,18/02/2021,18/02/2021,18/10/2022,T.IND,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,5700.0,5700.0,,En service,Enedis
Confidentiel,17W0000004987255,101210000,Dampierre,"CC d'Arcis, Mailly, Ramerupt",Aube,Grand Est,03/07/2018,15/09/2018,29/07/2022,,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,SICAE de Precy-Saint-Martin
Confidentiel,17W0000004986364,101210000,Dampierre,"CC d'Arcis, Mailly, Ramerupt",Aube,Grand Est,23/11/2009,26/11/2009,29/07/2022,,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,SICAE de Precy-Saint-Martin
CARBONEX ORC,17W000000962376H,101700000,Gyé-sur-Seine,CC du Barséquanais en Champagne,Aube,Grand Est,02/03/2020,02/03/2020,05/10/2022,POLIS,HTA,Direct,BOIS,,AUTRE,,1330.0,1330.0,,En service,Enedis
Confidentiel,17W0000004315276,101700000,Gyé-sur-Seine,CC du Barséquanais en Champagne,Aube,Grand Est,23/08/2012,23/08/2012,05/10/2022,POLIS,HTA,Direct,BOIS,,,,3300.0,3300.0,,En service,Enedis
Confidentiel,17W000000050378I,101880000,Lantages,CC du Chaourçois et du Val d'Armance,Aube,Grand Est,02/02/2015,02/02/2015,19/05/2021,POLIS,BT,Direct,,,,,80.0,80.0,,En service,Enedis
Confidentiel,17W000000428196B,102080000,La Louptière-Thénard,CC du Nogentais,Aube,Grand Est,04/02/2016,04/02/2016,04/02/2016,N.SEI,BT,Direct,,,AUTRE,,190.0,190.0,,En service,Enedis
GRS VALTECH,17W000000054749Q,102550000,Montreuil-sur-Barse,CA Troyes Champagne Métropole,Aube,Grand Est,02/12/2002,02/12/2002,06/04/2016,SSVAU,HTA,Direct,,,,,1047.0,1035.0,,En service,Enedis
VALEST,17W000000070306V,102550000,Montreuil-sur-Barse,CA Troyes Champagne Métropole,Aube,Grand Est,11/04/2012,11/04/2012,30/11/2022,SSVAU,HTA,Direct,,,,,1043.0,1043.0,,En service,Enedis
Confidentiel,17W000000426816H,103340000,Saint-Aubin,CC du Nogentais,Aube,Grand Est,16/09/2008,16/09/2008,05/10/2022,N.SEI,HTA,Direct,,,,,1065.0,1065.0,,En service,Enedis
Confidentiel,17W000000055745T,112620206,Narbonne,CA Le Grand Narbonne,Aude,Occitanie,17/01/2007,17/01/2007,28/09/2022,LUNES,HTA,Direct,,,TURBINE A COMBUSTION,,2310.0,40.0,,En service,Enedis
Confidentiel,17W000000988883W,112620206,Narbonne,CA Le Grand Narbonne,Aude,Occitanie,26/05/2016,26/05/2016,28/09/2022,LUNES,HTA,Indirect,,,TURBINE A COMBUSTION,,2170.0,2660.0,,En service,Enedis
Confidentiel,17W000000460418Z,120920000,Durenque,CC du Réquistanais,Aveyron,Occitanie,28/11/2017,28/11/2017,04/10/2018,ARVIE,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
OVI METHA,17W0000001515908,122070000,Rullac-Saint-Cirq,CC du Réquistanais,Aveyron,Occitanie,06/01/2015,06/01/2015,01/07/2015,BARAQ,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
UNITE METHANISATION METHANAUBRAC,17W0000005003304,122230000,Argences en Aubrac,"CC Aubrac, Carladez et Viadène",Aveyron,Occitanie,14/11/2018,14/11/2018,01/09/2022,RUEYR,HTA,Direct,,,COGENERATION A COMBUSTION,,526.0,499.0,,En service,Enedis
GAIANEO,17W0000004250468,122640000,Sébazac-Concourès,CA Rodez Agglomération,Aveyron,Occitanie,18/06/2015,18/06/2015,28/03/2022,O.CHA,HTA,Direct,,,COGENERATION A VAPEUR,,350.0,350.0,,En service,Enedis
Confidentiel,17W000000973668U,122660000,Ségur,CC de Lévézou Pareloup,Aveyron,Occitanie,24/09/2020,24/09/2020,24/01/2022,BERTH,HTA,Direct,,,COGENERATION A VAPEUR,,637.0,637.0,,En service,Enedis
Confidentiel,17W000000424487K,130010907,Aix-en-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15/03/2010,15/03/2010,30/11/2021,DURAN,HTA,Direct,,,TURBINE A COMBUSTION,,4500.0,4500.0,,En service,Enedis
Confidentiel,17W000001383658O,130040104,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,03/05/2022,03/05/2022,03/05/2022,ARLES,HTA,Direct,,,COGENERATION A COMBUSTION,,300.0,300.0,,En service,Enedis
SMA LA VAUTUBIERE,17W000000165254Z,130370101,La Fare-les-Oliviers,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15/12/2009,15/12/2009,30/11/2021,BERRE,HTA,Direct,,,AUTRE,,1000.0,1000.0,,En service,Enedis
ANNIBT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE ANNIBAL,17W100P100P1132N,130390104,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/06/2009,22/12/2010,01/09/2014,ANNIB,63 kV,DIRECT,DECHETS MENAGERS,,TURBINE A VAPEUR,,28900.0,28900.0,1.0,En service,RTE
Confidentiel,17W000000061047U,130390104,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,30/08/2010,30/08/2010,29/11/2021,DARSE,HTA,Direct,,,MOTEUR A PISTON,,9000.0,3600.0,,En service,Enedis
DALKIA BIOGAZ GARADANNE,17W000000155108F,130410105,Gardanne,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11/03/2011,11/03/2011,01/07/2022,GARDA,HTA,Direct,,,TURBINE A COMBUSTION,,810.0,820.0,,En service,Enedis
PROV5TG4 - GROUPE G4 DE LA CENTRALE THERMIQUE DE PROVENCE(EX GARD5),17W000000013432A,130410103,Gardanne,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,20/04/2016,20/04/2016,12/07/2018,PALUN,225 kV,DIRECT,BOIS,,TURBINE A VAPEUR,,150000.0,150000.0,1.0,En service,RTE
Confidentiel,17W0000000509912,130710107,Les Pennes-Mirabeau,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/07/2011,27/07/2011,04/10/2022,GAVOT,HTA,Direct,,,AUTRE,,3275.0,3325.0,,En service,Enedis
Confidentiel,17W0000000617189,130970102,Saint-Martin-de-Crau,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,21/03/2014,21/03/2014,06/07/2022,M.GOU,HTA,Direct,,,TURBINE A COMBUSTION,,4999.0,4999.0,,En service,Enedis
