nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
ISDND DE SEPTEMES LES VALLONS,17W000000424135E,131060101,Septèmes-les-Vallons,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11/04/2013,11/04/2013,06/12/2018,GAVOT,HTA,Direct,,,AUTRE,,1100.0,1100.0,,En service,Enedis
CSDU DE SEPTEMES LES VALLONS,17W000000426554L,131060101,Septèmes-les-Vallons,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/09/2007,27/09/2007,04/10/2022,GAVOT,HTA,Direct,,,TURBINE A COMBUSTION,,2100.0,2100.0,,En service,Enedis
Confidentiel,17W0000004245332,131080102,Tarascon,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,04/10/1983,04/10/1983,01/12/2022,OLIVE,HTA,Direct,,,TURBINE A VAPEUR,,52500.0,8600.0,,En service,Enedis
GAEC DE LA DROUTIERE,17W0000009547482,140610000,Souleuvre en Bocage,CC Intercom de la Vire au Noireau,Calvados,Normandie,23/10/2019,23/10/2019,29/06/2022,,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
Confidentiel,17W000001004409Z,140610000,Souleuvre en Bocage,CC Intercom de la Vire au Noireau,Calvados,Normandie,17/11/2020,17/11/2020,01/12/2022,CAUMO,HTA,Direct,,,,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000078504O,141670102,Colombelles,CU Caen la Mer,Calvados,Normandie,22/06/2017,22/06/2017,01/01/2019,RANVI,HTA,Direct,DECHETS MENAGERS,,AUTRE,,800.0,800.0,,En service,Enedis
SARL KIKO ENERGY,17W000000054176A,142070000,Croisilles,CC Cingal-Suisse Normande,Calvados,Normandie,13/09/2012,13/09/2012,22/06/2021,BOCAG,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
VIRIA,17W0000000417775,142500000,Esquay-sur-Seulles,CC de Bayeux Intercom,Calvados,Normandie,01/11/2008,01/11/2008,23/06/2021,BAYEU,HTA,Direct,,,AUTRE,,1420.0,1400.0,,En service,Enedis
Confidentiel,17W000000222273Q,142810000,Formigny La Bataille,CC Isigny-Omaha Intercom,Calvados,Normandie,04/08/2017,04/08/2017,29/06/2022,SAONN,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
Confidentiel,17W0000009807379,143570000,Terres de Druance,CC Intercom de la Vire au Noireau,Calvados,Normandie,15/09/2020,15/09/2020,14/06/2021,VIRE,BT,Direct,,,COGENERATION A COMBUSTION,,75.0,75.0,,En service,Enedis
Confidentiel,17W000000056312I,143670000,Lison,CC Isigny-Omaha Intercom,Calvados,Normandie,15/04/2014,15/04/2014,01/05/2021,ISIGN,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000433053F,143710000,Livarot-Pays-d'Auge,CA Lisieux Normandie,Calvados,Normandie,06/08/2013,06/08/2013,14/03/2019,ORBEC,BT,Direct,,,AUTRE,,130.0,130.0,,En service,Enedis
GAEC DE LA LOMBARDIERE,17W000001410335O,143710000,Livarot-Pays-d'Auge,CA Lisieux Normandie,Calvados,Normandie,24/08/2022,24/08/2022,24/08/2022,ORBEC,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GAEC DE LA THORINIERE,17W000000415477O,146190000,Sainte-Marie-Outre-l'Eau,CC Intercom de la Vire au Noireau,Calvados,Normandie,04/08/2017,04/08/2017,02/10/2017,VIRE,BT,Direct,,,AUTRE,,150.0,150.0,,En service,Enedis
Confidentiel,17W000000959811X,146670000,Saon,CC Isigny-Omaha Intercom,Calvados,Normandie,04/02/2020,04/02/2020,07/04/2020,SAONN,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000164916K,,Urville,CC Cingal-Suisse Normande,Calvados,Normandie,06/03/2015,06/03/2015,01/01/2019,DRONN,HTA,Direct,,,,,1363.0,1363.0,,En service,Enedis
Confidentiel,17W0000001549938,147260000,Valdallière,CC Intercom de la Vire au Noireau,Calvados,Normandie,30/05/2012,30/05/2012,14/09/2018,C.NOI,BT,Direct,,,AUTRE,,220.0,220.0,,En service,Enedis
SBZ1,17W000000382710O,151740000,Saint-Bonnet-de-Salers,CC du Pays de Salers,Cantal,Auvergne-Rhône-Alpes,27/03/2017,27/03/2017,27/03/2017,MAURI,BT,Direct,,,AUTRE,,230.0,230.0,,En service,Enedis
SBZ1,17W0000009605314,151740000,Saint-Bonnet-de-Salers,CC du Pays de Salers,Cantal,Auvergne-Rhône-Alpes,11/02/2020,11/02/2020,08/02/2022,MAURI,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,249.0,,En service,Enedis
Confidentiel,17W000000411370P,151810000,Saint-Constant-Fournoulès,CC de la Châtaigneraie Cantalienne,Cantal,Auvergne-Rhône-Alpes,04/10/2016,04/10/2016,27/11/2018,MAURS,BT,Direct,,,TURBINE A VAPEUR,,62.5,63.0,,En service,Enedis
SBZ2,17W000000933051L,151860000,Sainte-Eulalie,CC du Pays de Salers,Cantal,Auvergne-Rhône-Alpes,09/09/2019,09/09/2019,15/09/2020,MAURI,BT,Direct,,,AUTRE,,249.0,249.0,,En service,Enedis
Confidentiel,17W000000425952E,151870101,Saint-Flour,CC Saint-Flour Communauté,Cantal,Auvergne-Rhône-Alpes,19/02/2013,19/02/2013,09/10/2019,SSFL8,BT,Direct,,,TURBINE A COMBUSTION,,240.0,240.0,,En service,Enedis
Confidentiel,17W000000422958H,152120000,Saint-Santin-de-Maurs,CC de la Châtaigneraie Cantalienne,Cantal,Auvergne-Rhône-Alpes,18/09/2012,18/09/2012,24/09/2019,MAURS,BT,Direct,,,MOTEUR A PISTON,,65.0,156.0,,En service,Enedis
Confidentiel,17W000000494449N,152230000,Sauvat,CC Sumène - Artense,Cantal,Auvergne-Rhône-Alpes,26/09/2018,26/09/2018,16/10/2020,YDES,BT,Direct,,,COGENERATION A COMBUSTION,,150.0,150.0,,En service,Enedis
MDM,17W0000004286814,160810000,La Chapelle,CC Cur de Charente,Charente,Nouvelle-Aquitaine,02/10/2014,02/10/2014,15/06/2022,AIGRE,HTA,Direct,,,,,600.0,600.0,,En service,Enedis
TANNIT04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE TANNIN,17W100P100P1696E,161320000,Étagnac,CC de Charente Limousine,Charente,Nouvelle-Aquitaine,01/03/2007,,01/01/2008,TANNI,90 kV,DIRECT,BOIS,,COGENERATION A COMBUSTION,,12000.0,12000.0,1.0,En service,RTE
TANNIT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE TANNIN,17W100P100P1695G,161320000,Étagnac,CC de Charente Limousine,Charente,Nouvelle-Aquitaine,01/03/1993,,01/12/2009,TANNI,90 kV,INDIRECT,DECHETS PAPETERIE,GAZ,TURBINE A VAPEUR,,25000.0,25000.0,1.0,En service,RTE
CBST,17W000001314369V,161920000,Terres-de-Haute-Charente,CC de Charente Limousine,Charente,Nouvelle-Aquitaine,09/02/2021,09/02/2021,16/06/2022,LOUBE,HTA,Direct,BOIS,,AUTRE,,1060.0,1060.0,,En service,Enedis
Confidentiel,17W000000491032Y,163300000,Saint-Laurent-de-Cognac,CA du Grand Cognac,Charente,Nouvelle-Aquitaine,02/10/2018,02/10/2018,15/06/2022,COGNA,HTA,Direct,,,,,1667.0,1667.0,,En service,Enedis
DALKIA BIOGAZ SAINTE-SEVERE,17W000000056575N,163490000,Sainte-Sévère,CA du Grand Cognac,Charente,Nouvelle-Aquitaine,09/08/2010,09/08/2010,15/06/2022,COGNA,HTA,Direct,,,,,740.0,400.0,,En service,Enedis
Confidentiel,17W000000383460G,170530000,Bords,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,18/07/2017,18/07/2017,01/05/2021,ARCHI,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,249.0,,En service,Enedis
Confidentiel,17W0000004613412,171460000,Échillais,CA Rochefort Océan,Charente-Maritime,Nouvelle-Aquitaine,12/02/2018,12/02/2018,11/10/2022,T.CHA,HTA,Direct,DECHETS MENAGERS,,COGENERATION A COMBUSTION,,6920.0,6920.0,,En service,Enedis
Confidentiel,17W000001365975E,173000401,La Rochelle,CA de La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,18/11/2021,18/11/2021,15/06/2022,PALLI,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,1700.0,1799.0,,En service,Enedis
Confidentiel,17W0000010172953,173510000,Saint-Just-Luzac,CC du Bassin de Marennes,Charente-Maritime,Nouvelle-Aquitaine,24/02/2021,24/02/2021,12/10/2022,MAREN,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
SARL VERHAGRI,17W000000971383J,180830000,Culan,CC Berry Grand Sud,Cher,Centre-Val de Loire,07/07/2020,07/07/2020,01/04/2022,SSAMA,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000988768W,180940000,Feux,CC Pays Fort Sancerrois Val de Loire,Cher,Centre-Val de Loire,21/10/2014,21/10/2014,27/04/2021,C.LO6,HTA,Direct,,,,,1038.0,1038.0,,En service,Enedis
Confidentiel,17W000001314320O,181440000,Menetou-Râtel,CC Pays Fort Sancerrois Val de Loire,Cher,Centre-Val de Loire,10/08/2021,10/08/2021,20/12/2021,SANCE,HTA,Direct,,,COGENERATION A COMBUSTION,,251.0,251.0,,En service,Enedis
Confidentiel,17W000000927841F,181930000,Rezay,CC Berry Grand Sud,Cher,Centre-Val de Loire,09/07/2019,09/07/2019,24/02/2022,VENES,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001419441H,182110000,Saint-Georges-sur-Moulon,CC Terres du Haut Berry,Cher,Centre-Val de Loire,01/08/2022,01/08/2022,01/08/2022,SSDOU,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
SODEC,17W0000001623921,182140000,Saint-Hilaire-de-Court,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,20/04/2017,20/04/2017,20/12/2021,VERDI,HTA,Direct,,,TURBINE A COMBUSTION,,363.0,363.0,,En service,Enedis
SETRAD,17W000000417615S,182290000,Saint-Palais,CC Terres du Haut Berry,Cher,Centre-Val de Loire,16/05/2012,16/05/2012,01/12/2017,HENRI,HTA,Direct,,,TURBINE A COMBUSTION,,800.0,750.0,,En service,Enedis
MONT'ENERGIE,17W000001537848F,182780000,Vesdun,CC Berry Grand Sud,Cher,Centre-Val de Loire,12/12/2022,12/12/2022,12/12/2022,SSAMA,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001359835G,182780000,Vesdun,CC Berry Grand Sud,Cher,Centre-Val de Loire,29/03/2021,29/03/2021,30/03/2022,SSAMA,BT,Direct,,,TURBINE A COMBUSTION,,244.0,150.0,,En service,Enedis
Confidentiel,17W000000461220E,182890000,Vornay,CC La Septaine,Cher,Centre-Val de Loire,14/02/2018,14/02/2018,04/04/2022,DUN,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000003801428,190050000,Allassac,CA du Bassin de Brive,Corrèze,Nouvelle-Aquitaine,12/09/2016,12/09/2016,12/09/2016,SAILL,BT,Direct,,,TURBINE A VAPEUR,,100.0,100.0,,En service,Enedis
RVERDESIS PERBOUSIE,17W0000001490085,190310304,Brive-la-Gaillarde,CA du Bassin de Brive,Corrèze,Nouvelle-Aquitaine,10/03/2014,10/03/2014,19/08/2022,BXREG,HTA,Direct,,,,,600.0,600.0,,En service,Enedis
DOUG ENERGIE,17W000000424132K,190730102,Égletons,CC de Ventadour - Egletons - Monédières,Corrèze,Nouvelle-Aquitaine,24/01/2014,24/01/2014,01/07/2015,EGLET,HTA,Indirect,BOIS,,,,3400.0,3400.0,,En service,Enedis
Confidentiel,17W0000001647948,191760000,Rosiers-d'Égletons,CC de Ventadour - Egletons - Monédières,Corrèze,Nouvelle-Aquitaine,01/11/2000,01/11/2000,30/12/2020,EGLET,HTA,Direct,DECHETS MENAGERS,,,,2050.0,2050.0,,En service,Enedis
SYTTOM 19 UVE,17W000000397605R,192290000,Saint-Pantaléon-de-Larche,CA du Bassin de Brive,Corrèze,Nouvelle-Aquitaine,08/01/2015,08/01/2015,09/03/2022,BXREG,HTA,Direct,DECHETS MENAGERS,,,,2225.0,1725.0,,En service,Enedis
Confidentiel,17W0000000481449,,Brazey-en-Plaine,CC Rives de Saône,Côte-d'Or,Bourgogne-Franche-Comté,27/02/2014,27/02/2014,01/12/2020,BEON,HTA,Direct,,,,,813.0,499.0,,En service,Enedis
CSDU DRAMBON,17W000000154681R,212330000,Drambon,CC Auxonne Pontailler Val de Saône,Côte-d'Or,Bourgogne-Franche-Comté,20/04/2012,20/04/2012,19/10/2022,TRIEY,HTA,Direct,,,COGENERATION A VAPEUR,,2152.0,1700.0,,En service,Enedis
Confidentiel,17W000000461183V,212370000,Échalot,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,25/05/2018,25/05/2018,19/04/2022,POISE,HTA,Indirect,,,COGENERATION A COMBUSTION,,326.0,326.0,,En service,Enedis
Confidentiel,17W0000012325463,,Essarois,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,01/10/2020,01/10/2020,29/06/2022,POISE,HTA,Indirect,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000080162N,212730000,Fleurey-sur-Ouche,CC Ouche et Montagne,Côte-d'Or,Bourgogne-Franche-Comté,23/12/2014,23/12/2014,30/06/2021,,BT,Direct,,,,,208.0,208.0,,En service,Enedis
SARL METHALAIT,17W0000003861556,213080000,Grignon,CC du Pays d'Alésia et de la Seine,Côte-d'Or,Bourgogne-Franche-Comté,03/02/2017,03/02/2017,30/06/2021,VENAR,BT,Direct,,,,,150.0,150.0,,En service,Enedis
Confidentiel,17W000000383115X,213170000,Is-sur-Tille,CC des Vallées de la Tille et de l'Ignon,Côte-d'Or,Bourgogne-Franche-Comté,25/10/2016,25/10/2016,30/06/2021,MARC6,BT,Direct,,,COGENERATION A VAPEUR,,180.0,180.0,,En service,Enedis
Confidentiel,17W000000048456R,213700000,Magny-sur-Tille,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,10/08/2015,10/08/2015,30/06/2021,C.SAU,BT,Direct,,,,,102.0,102.0,,En service,Enedis
Confidentiel,17W000001314312N,214590000,Noiron-sur-Bèze,CC Mirebellois et Fontenois,Côte-d'Or,Bourgogne-Franche-Comté,15/07/2021,15/07/2021,15/07/2021,MARC6,HTA,Direct,,,COGENERATION A COMBUSTION,,500.0,499.0,,En service,Enedis
Confidentiel,17W000001034973P,,Recey-sur-Ource,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,11/03/2021,11/03/2021,29/06/2022,POISE,HTA,Direct,,,COGENERATION A COMBUSTION,,370.0,,,En service,Enedis
Confidentiel,17W0000009887732,215790000,Salives,CC Tille et Venelle,Côte-d'Or,Bourgogne-Franche-Comté,11/05/2015,11/05/2015,30/06/2021,POISE,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000009651014,215880000,Saussey,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,04/05/2020,04/05/2020,04/05/2020,CRUGE,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
SARL METHA AUXOIS,17W0000003810095,216150000,Sussey,CC du Pays Arnay Liernais,Côte-d'Or,Bourgogne-Franche-Comté,20/09/2016,20/09/2016,30/06/2021,SAULI,BT,Direct,,,AUTRE,,180.0,180.0,,En service,Enedis
SARL ANDELEC,17W000000412968K,220020000,Andel,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,20/01/2014,20/01/2014,15/06/2022,LAMBA,HTA,Direct,,,AUTRE,,316.0,316.0,,En service,Enedis
Confidentiel,17W000000916040N,,Caulnes,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,30/04/2019,30/04/2019,30/04/2019,ROPHE,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
GEOTEXIA,17W000000051490J,220460000,Le Mené,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,18/10/2011,18/10/2011,15/06/2022,GOURA,HTA,Direct,,,AUTRE,,1560.0,1560.0,,En service,Enedis
Confidentiel,17W0000014347581,220530000,Éréac,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,04/08/2022,04/08/2022,04/08/2022,SEVIG,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
LES SILLONS,17W000000161872T,220620000,Gomené,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,17/07/2014,17/07/2014,15/06/2022,MERDR,HTA,Direct,,,,,357.0,357.0,,En service,Enedis
Confidentiel,17W0000009619637,220760000,Hénanbihen,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,24/03/2020,24/03/2020,16/06/2022,ERQUY,HTA,Direct,,,COGENERATION A COMBUSTION,,590.0,590.0,,En service,Enedis
METHANILIFAO,17W0000009820037,220830000,Illifaut,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,19/08/2020,19/08/2020,01/09/2022,GAEL,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000004249854,220870000,Kergrist-Moëlou,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,16/10/2012,16/10/2012,01/04/2022,ROSTR,HTA,Direct,,,COGENERATION A COMBUSTION,,610.0,377.7,,En service,Enedis
Confidentiel,17W000000951050L,220920000,Kerpert,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,18/11/2019,18/11/2019,27/09/2021,SSNI6,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
KERVAL CENTRE ARMOR,17W0000000432995,220930201,Lamballe-Armor,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,01/01/1999,01/01/1999,14/06/2022,LAMBA,HTA,Direct,DECHETS MENAGERS,,AUTRE,,1850.0,1850.0,,En service,Enedis
Confidentiel,17W0000009302113,220930103,Lamballe-Armor,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,11/06/2019,11/06/2019,01/05/2021,LAMBA,BT,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
Confidentiel,17W000000045986D,221060104,Langueux,CA Saint-Brieuc Armor Agglomération,Côtes-d'Armor,Bretagne,27/02/2009,27/02/2009,22/09/2022,C.GIB,BT,Direct,,,,,140.0,140.0,,En service,Enedis
Confidentiel,17W000001446332J,221140000,Lanrelas,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,16/11/2022,16/11/2022,16/11/2022,SEVIG,BT,Direct,,,COGENERATION A COMBUSTION,,243.0,243.0,,En service,Enedis
Confidentiel,17W000000427172U,221280000,Locarn,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,25/01/2011,25/01/2011,06/09/2018,PLUSQ,BT,Direct,,,AUTRE,,190.0,190.0,,En service,Enedis
Confidentiel,17W000000054223R,221390000,Magoar,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,14/12/2016,14/12/2016,15/06/2022,LANFA,HTA,Direct,,,,,430.0,430.0,,En service,Enedis
Confidentiel,17W0000009466199,221480000,Mérillac,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,30/01/2020,30/01/2020,16/06/2022,SEVIG,HTA,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
TRIVALEC,17W000000918022F,221650000,Penguily,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,21/05/2019,21/05/2019,15/06/2022,GOURA,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
CH4 ENERGIE,17W0000003940782,221710000,Plaintel,CA Saint-Brieuc Armor Agglomération,Côtes-d'Armor,Bretagne,19/01/2016,19/01/2016,01/06/2020,LANFA,BT,Direct,,,AUTRE,,235.0,235.0,,En service,Enedis
Confidentiel,17W000000988898J,221770000,Pléguien,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,05/02/2016,05/02/2016,01/04/2017,PLOUR,BT,Direct,,,,,150.0,150.0,,En service,Enedis
Confidentiel,17W0000004026924,221820000,Plélo,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,01/04/2012,01/04/2012,04/08/2015,PLOUR,BT,Direct,,,,,110.0,110.0,,En service,Enedis
SARL GAZEA,17W0000001586299,221820000,Plélo,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,01/05/2013,01/05/2013,15/06/2022,PLOUR,HTA,Direct,,,,,455.0,455.0,,En service,Enedis
GAEC SLBA,17W000000476052F,221930000,Plestan,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,11/07/2018,11/07/2018,15/06/2022,SEVIG,HTA,Direct,,,CYCLE COMBINE,,435.0,435.0,,En service,Enedis
Confidentiel,17W000001392223L,222050000,Plorec-sur-Arguenon,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,31/05/2022,31/05/2022,31/05/2022,BZSEU,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
SARL TREGOR BIOGAZ,17W000000949307D,222070000,Plouaret,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,09/12/2019,09/12/2019,16/06/2022,LANNI,HTA,Direct,,,COGENERATION A COMBUSTION,,999.0,999.0,,En service,Enedis
Confidentiel,17W0000004606983,222080000,Plouasne,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,28/07/2017,28/07/2017,07/12/2018,ROPHE,BT,Direct,,,COGENERATION A COMBUSTION,,123.0,123.0,,En service,Enedis
Confidentiel,17W000000913867N,222390000,Plumaudan,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,20/05/2019,20/05/2019,01/07/2019,ROPHE,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
SARL PLUMAGAZ,17W0000004770805,222390000,Plumaudan,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,20/06/2018,20/06/2018,15/06/2022,ROPHE,HTA,Direct,,,COGENERATION A COMBUSTION,,510.0,510.0,,En service,Enedis
SMITRED OUEST D ARMOR,17W000000165643O,222450000,Pluzunet,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,14/11/2013,14/11/2013,15/06/2022,PLUZU,HTA,Direct,DECHETS MENAGERS,,,,1785.0,1785.0,,En service,Enedis
Confidentiel,17W000000461298E,222480000,Pommerit-le-Vicomte,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,06/02/2018,06/02/2018,01/10/2021,GUING,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GAEC DE L UNION,17W0000009135377,222480000,Pommerit-le-Vicomte,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,14/03/2019,14/03/2019,14/03/2019,GUEZE,BT,Direct,,,MOTEUR A PISTON,,175.0,175.0,,En service,Enedis
SARL METHALOHAN,17W0000010038882,222600000,Le Quillio,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,01/12/2020,01/12/2020,23/07/2021,REDET,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
GAEC LA FALLIAIS,17W000001327688V,222610000,Quintenic,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,03/06/2016,03/06/2016,29/03/2022,LAMBA,BT,Direct,,,,,75.0,75.0,,En service,Enedis
Confidentiel,17W000000930730G,222740000,Saint-André-des-Eaux,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,06/08/2019,06/08/2019,01/06/2020,DINAN,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
Confidentiel,17W000000432773N,222770000,Saint-Brandan,CA Saint-Brieuc Armor Agglomération,Côtes-d'Armor,Bretagne,21/05/2014,21/05/2014,06/04/2018,LANFA,BT,Direct,,,AUTRE,,230.0,230.0,,En service,Enedis
Confidentiel,17W000001240513M,223160000,Saint-Mayeux,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,28/05/2021,28/05/2021,07/10/2021,MUR,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,249.0,,En service,Enedis
SARL METHANERGY,17W0000009577071,223260000,Saint-Rieul,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,10/12/2019,10/12/2019,01/01/2020,LAMBA,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
SARL BGWATT,17W000000973161R,223370000,Sévignac,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,01/07/2020,01/07/2020,16/06/2022,SEVIG,HTA,Direct,,,COGENERATION A COMBUSTION,,350.0,350.0,,En service,Enedis
Confidentiel,17W000000040882D,223390000,Taden,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,31/10/1993,31/10/1993,14/06/2022,TADEN,HTA,Direct,DECHETS MENAGERS,,,,5800.0,5800.0,,En service,Enedis
Confidentiel,17W000000058434V,223900000,Yvias,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,12/12/2014,12/12/2014,01/05/2021,PAIMP,BT,Direct,,,,,150.0,150.0,,En service,Enedis
Confidentiel,17W000000963869Q,230250000,Bonnat,CC Portes de la Creuse en Marche,Creuse,Nouvelle-Aquitaine,08/04/2020,08/04/2020,08/04/2020,BONNA,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000954968P,230350000,Budelière,CC Creuse Confluence,Creuse,Nouvelle-Aquitaine,01/10/2019,01/10/2019,03/05/2021,E.BAI,HTA,Direct,,,AUTRE,,450.0,,,En service,Enedis
Confidentiel,17W000000412175I,230580000,Le Chauchet,CC Marche et Combraille en Aquitaine,Creuse,Nouvelle-Aquitaine,25/10/2011,25/10/2011,21/03/2022,GOUZO,BT,Direct,,,,,70.0,70.0,,En service,Enedis
Confidentiel,17W000000928062Y,230580000,Le Chauchet,CC Marche et Combraille en Aquitaine,Creuse,Nouvelle-Aquitaine,02/07/2019,02/07/2019,18/03/2022,GOUZO,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000407578E,230790000,Felletin,CC Creuse Grand Sud,Creuse,Nouvelle-Aquitaine,10/11/2016,10/11/2016,01/12/2017,AUBUS,HTA,Direct,,,,,3356.0,,,En service,Enedis
Confidentiel,17W000000424421D,230900000,Gentioux-Pigerolles,CC Creuse Grand Sud,Creuse,Nouvelle-Aquitaine,28/04/2016,28/04/2016,19/12/2022,F.MON,BT,Direct,,,,,96.0,96.0,,En service,Enedis
Confidentiel,17W000000045461C,230930000,Gouzon,CC Creuse Confluence,Creuse,Nouvelle-Aquitaine,14/02/2017,14/02/2017,30/12/2020,GOUZO,HTA,Direct,,,AUTRE,,498.0,498.0,,En service,Enedis
