nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
Confidentiel,17W000000969632R,170800000,Chambon,CC Aunis Sud,Charente-Maritime,Nouvelle-Aquitaine,17/06/2020,17/06/2020,26/10/2022,THOU,HTA,Direct,,,TERRESTRE,,7050.0,7050.0,1.0,En service,Enedis
Confidentiel,17W000001234394R,170870000,Chantemerle-sur-la-Soie,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/04/2021,22/04/2021,26/10/2022,ROUMA,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W0000010309576,170870000,Chantemerle-sur-la-Soie,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,21/04/2021,21/04/2021,26/10/2022,ROUMA,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W0000004606959,172080000,Longèves,CC Aunis Atlantique,Charente-Maritime,Nouvelle-Aquitaine,13/11/2017,13/11/2017,01/03/2019,MARA7,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000432074C,172210000,Marsais,CC Aunis Sud,Charente-Maritime,Nouvelle-Aquitaine,17/06/2015,17/06/2015,01/09/2017,BOIS5,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000161855T,172210000,Marsais,CC Aunis Sud,Charente-Maritime,Nouvelle-Aquitaine,17/06/2015,17/06/2015,01/09/2017,BOIS5,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000423894C,172260000,Mazeray,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,25/06/2012,25/06/2012,07/06/2018,SSANG,HTA,Direct,,,TERRESTRE,,12500.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000004193964,172340000,Migré,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,24/02/2015,24/02/2015,30/03/2022,BOIS5,HTA,Direct,,,TERRESTRE,,10250.0,10250.0,1.0,En service,Enedis
CENTRALE EOLIENNE DE NACHAMPS-COURANT,17W000000461320A,172540000,Nachamps,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,29/03/2018,29/03/2018,01/04/2018,ARCHI,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
CENTRALE EOLIENNE DE NACHAMPS-COURANT,17W000000461189J,172540000,Nachamps,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,29/03/2018,29/03/2018,01/04/2018,ARCHI,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000004183108,172660000,Les Nouillers,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/05/2014,22/05/2014,31/03/2021,ARCHI,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000046128H,172770000,Essouvert,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,27/04/2010,27/04/2010,01/07/2019,SSANG,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000053879I,173210000,Saint-Crépin,CC Aunis Sud,Charente-Maritime,Nouvelle-Aquitaine,19/07/2004,19/07/2004,24/06/2022,ARCHI,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,8.0,En service,Enedis
Confidentiel,17W000000956147I,173270000,Saint-Félix,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,12/12/2019,12/12/2019,23/02/2021,BOIS5,HTA,Direct,,,TERRESTRE,,2200.0,2200.0,1.0,En service,Enedis
Confidentiel,17W0000009506235,173270000,Saint-Félix,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,12/12/2019,12/12/2019,18/02/2021,BOIS5,HTA,Direct,,,TERRESTRE,,2200.0,2200.0,1.0,En service,Enedis
Confidentiel,17W000000950216I,173270000,Saint-Félix,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,12/12/2019,12/12/2019,12/12/2019,BOIS5,HTA,Direct,,,TERRESTRE,,15400.0,15400.0,1.0,En service,Enedis
Confidentiel,17W000000160242U,173400000,Saint-Pierre-La-Noue,CC Aunis Sud,Charente-Maritime,Nouvelle-Aquitaine,09/06/2008,09/06/2008,02/04/2021,THOU,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W0000004606041,173490000,Saint-Jean-de-Liversay,CC Aunis Atlantique,Charente-Maritime,Nouvelle-Aquitaine,20/10/2017,20/10/2017,01/01/2018,MARA7,HTA,Direct,,,TERRESTRE,,13500.0,13500.0,1.0,En service,Enedis
Confidentiel,17W000000407024K,173580000,Saint-Mandé-sur-Brédoire,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/09/2014,22/09/2014,12/10/2022,AULN5,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000001370572I,173810000,Saint-Pardoult,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,10/03/2022,10/03/2022,12/10/2022,ROUMA,HTA,Direct,,,TERRESTRE,,16908.0,12000.0,1.0,En service,Enedis
TIERCELINE ENERGIES SARL,17W0000004305459,173830000,Saint-Pierre-de-Juillers,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,08/08/2017,08/08/2017,26/10/2022,AULN5,HTA,Direct,,,TERRESTRE,,10250.0,10250.0,1.0,En service,Enedis
Confidentiel,17W000001402316O,174510000,Les Touches-de-Périgny,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/06/2022,22/06/2022,22/06/2022,MATHA,HTA,Direct,,,TERRESTRE,,3450.0,3300.0,1.0,En service,Enedis
Confidentiel,17W000001402314S,174510000,Les Touches-de-Périgny,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/06/2022,22/06/2022,22/06/2022,MATHA,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000001457349S,174510000,Les Touches-de-Périgny,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,22/06/2022,22/06/2022,22/06/2022,MATHA,HTA,Direct,,,TERRESTRE,,13800.0,12000.0,1.0,En service,Enedis
CENTRALE EOLIENNE DE VARAIZE,17W000001359810W,174590000,Varaize,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,26/01/2022,26/01/2022,12/10/2022,MATHA,HTA,Direct,,,TERRESTRE,,8800.0,8800.0,1.0,En service,Enedis
Confidentiel,17W000001322032X,174640000,Vergné,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,08/09/2021,08/09/2021,08/09/2021,ROUMA,HTA,Direct,,,TERRESTRE,,2100.0,2100.0,1.0,En service,Enedis
Confidentiel,17W0000013283962,174740000,Villeneuve-la-Comtesse,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,08/09/2021,08/09/2021,12/10/2022,ROUMA,HTA,Direct,,,TERRESTRE,,10500.0,10500.0,1.0,En service,Enedis
Confidentiel,17W000001321909Y,174740000,Villeneuve-la-Comtesse,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,08/09/2021,08/09/2021,08/09/2021,ROUMA,HTA,Direct,,,TERRESTRE,,12300.0,12300.0,1.0,En service,Enedis
Confidentiel,17W0000009345995,180360000,Brinay,CC Cur de Berry,Cher,Centre-Val de Loire,11/09/2019,11/09/2019,30/06/2022,VIERZ,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,2.0,En service,Enedis
Confidentiel,17W000000932956H,180360000,Brinay,CC Cur de Berry,Cher,Centre-Val de Loire,11/09/2019,11/09/2019,30/06/2022,VIERZ,HTA,Direct,,,TERRESTRE,,10800.0,10800.0,1.0,En service,Enedis
Confidentiel,17W000001446837Q,180640000,Chéry,CC Cur de Berry,Cher,Centre-Val de Loire,01/12/2022,01/12/2022,28/12/2022,PAUDY,HTA,Direct,,,TERRESTRE,,15000.0,13920.0,1.0,En service,Enedis
Confidentiel,17W0000003963316,180640000,Chéry,CC Cur de Berry,Cher,Centre-Val de Loire,15/10/2012,15/10/2012,01/12/2022,VERDI,HTA,Direct,,,TERRESTRE,,13900.0,13900.0,1.0,En service,Enedis
Confidentiel,17W0000003974974,180660000,Civray,CC FerCher,Cher,Centre-Val de Loire,22/08/2013,22/08/2013,01/09/2019,BUIS,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000053897G,180660000,Civray,CC FerCher,Cher,Centre-Val de Loire,04/07/2013,04/07/2013,01/12/2017,BUIS,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000965265B,181120000,Ids-Saint-Roch,CC Berry Grand Sud,Cher,Centre-Val de Loire,20/05/2020,20/05/2020,14/11/2022,VENES,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000965337C,181120000,Ids-Saint-Roch,CC Berry Grand Sud,Cher,Centre-Val de Loire,15/04/2020,15/04/2020,14/11/2022,VENES,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W0000004075151,181240000,Lazenay,CC Cur de Berry,Cher,Centre-Val de Loire,02/02/2015,02/02/2015,18/05/2021,MEHUN,HTA,Direct,,,TERRESTRE,,16800.0,16800.0,1.0,En service,Enedis
Confidentiel,17W000000917812S,181340000,Lury-sur-Arnon,CC Cur de Berry,Cher,Centre-Val de Loire,29/04/2019,29/04/2019,12/03/2020,VERDI,HTA,Direct,,,TERRESTRE,,11700.0,11700.0,1.0,En service,Enedis
Confidentiel,17W000000915325C,181340000,Lury-sur-Arnon,CC Cur de Berry,Cher,Centre-Val de Loire,09/04/2019,09/04/2019,12/03/2020,VERDI,HTA,Direct,,,TERRESTRE,,9300.0,9300.0,1.0,En service,Enedis
Confidentiel,17W000000415519Y,181370000,Mareuil-sur-Arnon,CC FerCher,Cher,Centre-Val de Loire,25/07/2011,25/07/2011,09/12/2022,BUIS,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000048748E,181370000,Mareuil-sur-Arnon,CC FerCher,Cher,Centre-Val de Loire,12/07/2011,12/07/2011,01/07/2018,BUIS,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000010172678,181400000,Massay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,16/03/2021,16/03/2021,12/04/2022,VERDI,HTA,Direct,,,TERRESTRE,,9600.0,9600.0,1.0,En service,Enedis
Confidentiel,17W000000997602S,181400000,Massay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,05/11/2020,05/11/2020,07/04/2022,VERDI,HTA,Direct,,,TERRESTRE,,9600.0,9600.0,1.0,En service,Enedis
Confidentiel,17W000000379633O,181400000,Massay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,29/11/2016,29/11/2016,23/05/2022,REBO5,HTA,Direct,,,TERRESTRE,,11700.0,11700.0,2.0,En service,Enedis
Confidentiel,17W000000388272T,181400000,Massay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,29/11/2016,29/11/2016,23/05/2022,REBO5,HTA,Direct,,,TERRESTRE,,9200.0,9200.0,2.0,En service,Enedis
Confidentiel,17W0000009281071,181670000,Nohant-en-Graçay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,13/08/2019,13/08/2019,27/05/2021,REBO5,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000392212Y,181670000,Nohant-en-Graçay,CC Vierzon-Sologne-Berry,Cher,Centre-Val de Loire,16/08/2011,16/08/2011,01/06/2021,REBO5,HTA,Direct,,,TERRESTRE,,12000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000430515I,181900000,Quincy,CC Cur de Berry,Cher,Centre-Val de Loire,16/08/2011,16/08/2011,18/10/2022,MEHUN,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000009123022,181980000,Saint-Ambroix,CC du Pays d'Issoudun,Cher,Centre-Val de Loire,28/03/2019,28/03/2019,04/01/2021,VENES,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000000539323,,Sainte-Thorette,CC Cur de Berry,Cher,Centre-Val de Loire,03/01/2011,03/01/2011,09/12/2022,MEHUN,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000059504V,182370000,Sainte-Thorette,CC Cur de Berry,Cher,Centre-Val de Loire,03/01/2011,03/01/2011,27/10/2022,MEHUN,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000406790L,191640000,Peyrelevade,CC Haute-Corrèze Communauté,Corrèze,Nouvelle-Aquitaine,03/12/2004,03/12/2004,01/01/2020,F.MON,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000415561Z,210200000,Arconcey,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,01/06/2010,01/06/2010,08/03/2022,A.DUC,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
NCO2,17W000000958208E,210390000,Avelanges,CC des Vallées de la Tille et de l'Ignon,Côte-d'Or,Bourgogne-Franche-Comté,26/12/2019,26/12/2019,05/12/2022,MARC6,HTA,Direct,,,TERRESTRE,,7500.0,7500.0,1.0,En service,Enedis
NCO1,17W0000009575524,210390000,Avelanges,CC des Vallées de la Tille et de l'Ignon,Côte-d'Or,Bourgogne-Franche-Comté,26/11/2019,26/11/2019,05/12/2022,MARC6,HTA,Direct,,,TERRESTRE,,7500.0,7500.0,1.0,En service,Enedis
Confidentiel,17W000000153915X,210650000,Bessey-en-Chaume,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,20/05/2015,20/05/2015,21/09/2021,BXNE,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000412799H,210650000,Bessey-en-Chaume,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,04/11/2015,04/11/2015,28/09/2021,BXNE,HTA,Direct,,,TERRESTRE,,2105.0,2000.0,1.0,En service,Enedis
Confidentiel,17W000000079415I,210650000,Bessey-en-Chaume,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,04/11/2015,04/11/2015,21/09/2021,BXNE,HTA,Direct,,,TERRESTRE,,4000.0,4000.0,1.0,En service,Enedis
Confidentiel,17W000000416685C,210650000,Bessey-en-Chaume,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,20/05/2015,20/05/2015,21/12/2022,BXNE,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W0000000459222,210850000,Bligny-le-Sec,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,16/10/2008,16/10/2008,12/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,4.0,En service,Enedis
Confidentiel,17W000000498891P,,Chailly-sur-Armançon,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,19/12/2018,19/12/2018,29/12/2022,A.DUC,HTA,Direct,,,TERRESTRE,,16000.0,16000.0,1.0,En service,Enedis
Confidentiel,17W0000005044802,211630000,Chazeuil,CC Tille et Venelle,Côte-d'Or,Bourgogne-Franche-Comté,07/01/2019,07/01/2019,22/09/2021,VINGE,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000065928F,212210000,Cussy-la-Colonne,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Côte-d'Or,Bourgogne-Franche-Comté,25/04/2016,25/04/2016,29/12/2022,MTAGN,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
ECHALOT 1,17W000000396591H,212370000,Échalot,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,08/08/2012,08/08/2012,22/09/2021,POISE,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
ECHALOT 2,17W0000000510445,212370000,Échalot,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,28/06/2012,28/06/2012,22/09/2021,POISE,HTA,Direct,,,TERRESTRE,,40000.0,4000.0,1.0,En service,Enedis
Confidentiel,17W0000000451876,212530000,Étalante,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,20/08/2012,20/08/2012,28/12/2022,POISE,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W0000000442121,212530000,Étalante,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,20/08/2012,20/08/2012,22/09/2021,POISE,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000000485029,213270000,Val-Mont,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",Côte-d'Or,Bourgogne-Franche-Comté,05/12/2014,05/12/2014,14/12/2022,EPINA,HTA,Direct,,,TERRESTRE,,6000.0,6000.0,1.0,En service,Enedis
MARCELLOIS,17W000000149012E,213770000,Marcellois,CC des Terres d'Auxois,Côte-d'Or,Bourgogne-Franche-Comté,22/11/2011,22/11/2011,29/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,10800.0,10800.0,1.0,En service,Enedis
NCO3,17W000000958231J,213850000,Marey-sur-Tille,CC des Vallées de la Tille et de l'Ignon,Côte-d'Or,Bourgogne-Franche-Comté,17/01/2020,17/01/2020,05/12/2022,MARC6,HTA,Direct,,,TERRESTRE,,12500.0,12500.0,1.0,En service,Enedis
MASSINGY,17W0000000591244,213950000,Massingy-lès-Vitteaux,CC des Terres d'Auxois,Côte-d'Or,Bourgogne-Franche-Comté,10/11/2011,10/11/2011,01/08/2019,VIELM,HTA,Direct,,,TERRESTRE,,10800.0,10800.0,1.0,En service,Enedis
Confidentiel,17W000000417732O,214890000,Poiseul-la-Grange,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,10/09/2012,10/09/2012,22/09/2021,POISE,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000502801I,214900000,Poiseul-la-Ville-et-Laperrière,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,14/01/2019,14/01/2019,29/12/2022,POISE,HTA,Direct,,,TERRESTRE,,9600.0,9600.0,1.0,En service,Enedis
Confidentiel,17W0000005037245,214900000,Poiseul-la-Ville-et-Laperrière,CC du Pays Châtillonnais,Côte-d'Or,Bourgogne-Franche-Comté,14/01/2019,14/01/2019,29/12/2022,POISE,HTA,Direct,,,TERRESTRE,,9600.0,9600.0,1.0,En service,Enedis
Confidentiel,17W000000495969T,215180000,Quincy-le-Vicomte,CC du Montbardois,Côte-d'Or,Bourgogne-Franche-Comté,15/11/2018,15/11/2018,29/12/2022,MTBAR,HTA,Direct,,,TERRESTRE,,8800.0,8800.0,1.0,En service,Enedis
Confidentiel,17W0000004970146,215180000,Quincy-le-Vicomte,CC du Montbardois,Côte-d'Or,Bourgogne-Franche-Comté,15/11/2018,15/11/2018,29/12/2022,MTBAR,HTA,Direct,,,TERRESTRE,,6600.0,6600.0,1.0,En service,Enedis
Confidentiel,17W000000501913C,215360000,Sacquenay,CC Tille et Venelle,Côte-d'Or,Bourgogne-Franche-Comté,07/01/2019,07/01/2019,22/09/2021,VINGE,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000045776O,215610000,Saint-Martin-du-Mont,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,01/09/2008,01/09/2008,12/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,6.0,En service,Enedis
Confidentiel,17W000000052831E,215830000,Santosse,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",Côte-d'Or,Bourgogne-Franche-Comté,05/12/2014,05/12/2014,14/12/2022,EPINA,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
NCO4,17W0000009777775,215990000,Selongey,CC Tille et Venelle,Côte-d'Or,Bourgogne-Franche-Comté,24/08/2020,24/08/2020,05/12/2022,MARC6,HTA,Direct,,,TERRESTRE,,12500.0,12500.0,1.0,En service,Enedis
Confidentiel,17W000000049452U,216480000,Turcey,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,25/09/2008,25/09/2008,12/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,6.0,En service,Enedis
Confidentiel,17W000000425392Q,216480000,Turcey,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,16/10/2008,16/10/2008,12/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,5.0,En service,Enedis
Confidentiel,17W000000395013P,216790000,Vieilmoulin,CC Ouche et Montagne,Côte-d'Or,Bourgogne-Franche-Comté,20/10/2014,20/10/2014,01/10/2021,VIELM,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000052185J,217050000,Villotte-Saint-Seine,"CC Forêts, Seine et Suzon",Côte-d'Or,Bourgogne-Franche-Comté,01/10/2008,01/10/2008,12/12/2022,VIELM,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,4.0,En service,Enedis
Confidentiel,17W000000054704B,220110000,Boqueho,CC Leff Armor Communauté,Côtes-d'Armor,Bretagne,20/04/2017,20/04/2017,01/05/2022,PLOUV,HTA,Direct,,,TERRESTRE,,8400.0,8400.0,1.0,En service,Enedis
CENTRALE EOLIENNE BOURBRIAC EDP RENEWABLES,17W000000427964Y,220130000,Bourbriac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,20/11/2008,20/11/2008,04/08/2021,GUING,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000001383892G,,Bourbriac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,05/04/2022,05/04/2022,05/04/2022,GUING,HTA,Direct,,,TERRESTRE,,8400.0,8400.0,1.0,En service,Enedis
Confidentiel,17W000001391995A,220130000,Bourbriac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,24/03/2022,24/03/2022,24/03/2022,GUING,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000001383883H,,Bourbriac,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,05/04/2022,05/04/2022,05/04/2022,GUING,HTA,Direct,,,TERRESTRE,,12600.0,12600.0,1.0,En service,Enedis
Confidentiel,17W000001234945G,220200000,Broons,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,07/01/2021,07/01/2021,07/01/2021,ROPHE,HTA,Direct,,,TERRESTRE,,4700.0,4700.0,1.0,En service,Enedis
Confidentiel,17W000001233922X,220200000,Broons,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,17/05/2021,17/05/2021,13/08/2021,SEVIG,HTA,Direct,,,TERRESTRE,,9400.0,9400.0,2.0,En service,Enedis
Confidentiel,17W000001436691Y,,Caurel,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,15/04/2005,15/04/2005,29/11/2022,MUR,HTA,Direct,,,TERRESTRE,,4250.0,4245.0,1.0,En service,Enedis
Confidentiel,17W000000477100P,,La Chapelle-Neuve,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,04/08/2018,04/08/2018,01/08/2018,PLUSQ,HTA,Direct,,,TERRESTRE,,4800.0,4800.0,1.0,En service,Enedis
Confidentiel,17W000000428321Y,220460000,Le Mené,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,21/01/2016,21/01/2016,27/04/2022,GOURA,HTA,Direct,,,TERRESTRE,,4000.0,4000.0,1.0,En service,Enedis
Confidentiel,17W0000001508618,220460000,Le Mené,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,28/05/2013,28/05/2013,21/06/2022,GOURA,HTA,Direct,,,TERRESTRE,,5950.0,5950.0,1.0,En service,Enedis
Confidentiel,17W000001004088T,220720000,Gurunhuel,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,10/12/2020,10/12/2020,27/09/2022,GUING,HTA,Direct,,,TERRESTRE,,6000.0,6000.0,1.0,En service,Enedis
EOLIENNE DE KERCHOUAN,17W000000153994B,220740000,Le Haut-Corlay,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,01/11/2005,01/11/2005,29/07/2021,LANFA,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,6.0,En service,Enedis
EOLIENNES DE KER-ROSE 2,17W000000391523M,220870000,Kergrist-Moëlou,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,22/07/2010,22/07/2010,10/12/2021,ROSTR,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
LES EOLIENNES DE RESCOTIOU 2,17W000000042086R,220870000,Kergrist-Moëlou,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,22/07/2010,22/07/2010,10/12/2021,ROSTR,HTA,Direct,,,TERRESTRE,,4000.0,4000.0,1.0,En service,Enedis
LES EOLIENNES DE RESCOTIOU 1,17W0000000445809,220870000,Kergrist-Moëlou,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,22/07/2010,22/07/2010,10/12/2021,ROSTR,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000001321811E,220870000,Kergrist-Moëlou,CC du Kreiz-Breizh (CCKB),Côtes-d'Armor,Bretagne,01/07/2021,01/07/2021,28/10/2021,ROSTR,HTA,Direct,,,TERRESTRE,,6600.0,6600.0,1.0,En service,Enedis
Confidentiel,17W000000060744D,220930103,Lamballe-Armor,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,09/12/2011,09/12/2011,16/06/2021,LAMBA,HTA,Direct,,,TERRESTRE,,6900.0,6900.0,1.0,En service,Enedis
IEL EXPLOITATION 40,17W000000913801G,220930103,Lamballe-Armor,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,09/05/2019,09/05/2019,05/02/2020,LAMBA,HTA,Direct,,,TERRESTRE,,4700.0,4700.0,1.0,En service,Enedis
