nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
Confidentiel,17W0000000522036,362300000,Vatan,CC Champagne Boischauts,Indre,Centre-Val de Loire,22/07/2010,22/07/2010,01/12/2017,REBO5,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000476349T,362480000,Vouillon,CC Champagne Boischauts,Indre,Centre-Val de Loire,30/08/2018,30/08/2018,31/12/2020,DEOLS,HTA,Direct,,,TERRESTRE,,10350.0,10350.0,1.0,En service,Enedis
*,17W0000003892052,362480000,Vouillon,CC Champagne Boischauts,Indre,Centre-Val de Loire,11/04/2017,11/04/2017,13/04/2022,DEOLS,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000491533C,362480000,Vouillon,CC Champagne Boischauts,Indre,Centre-Val de Loire,30/08/2018,30/08/2018,13/04/2021,DEOLS,HTA,Direct,,,TERRESTRE,,10350.0,10350.0,1.0,En service,Enedis
Confidentiel,17W000000413516D,382990000,Pellafol,CC de la Matheysine,Isère,Auvergne-Rhône-Alpes,05/10/2009,05/10/2009,05/12/2022,SAUTE,HTA,Direct,,,TERRESTRE,,2700.0,2700.0,1.0,En service,Enedis
Confidentiel,17W000000460539N,390940000,Chamole,"CC Arbois, Poligny, Salins, Cur du Jura",Jura,Bourgogne-Franche-Comté,16/10/2017,16/10/2017,18/10/2022,ARBOI,HTA,Direct,,,TERRESTRE,,3000.0,3000.0,1.0,En service,Enedis
Confidentiel,17W000000460649G,390940000,Chamole,"CC Arbois, Poligny, Salins, Cur du Jura",Jura,Bourgogne-Franche-Comté,16/10/2017,16/10/2017,17/10/2022,ARBOI,HTA,Direct,,,TERRESTRE,,15000.0,15000.0,1.0,En service,Enedis
Confidentiel,17W000000430757V,410170000,Binas,CC des Terres du Val de Loire,Loir-et-Cher,Centre-Val de Loire,27/07/2006,27/07/2006,25/11/2022,MOISY,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W000000052326R,411410000,Moisy,CC du Perche et Haut Vendômois,Loir-et-Cher,Centre-Val de Loire,01/07/2006,01/07/2006,07/12/2022,MOISY,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W0000000458331,411410000,Moisy,CC du Perche et Haut Vendômois,Loir-et-Cher,Centre-Val de Loire,27/07/2006,27/07/2006,25/11/2022,MOISY,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W000000052830G,411730000,Beauce la Romaine,CC des Terres du Val de Loire,Loir-et-Cher,Centre-Val de Loire,20/03/2014,20/03/2014,01/09/2017,MOISY,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000001410444J,412890000,Villermain,CC des Terres du Val de Loire,Loir-et-Cher,Centre-Val de Loire,03/08/2022,03/08/2022,01/12/2022,BXGEN,HTA,Direct,,,TERRESTRE,,8800.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000429696N,430060000,Ally,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,21/10/2005,21/10/2005,21/12/2022,LANGE,HTA,Direct,,,TERRESTRE,,10500.0,10500.0,7.0,En service,Enedis
Confidentiel,17W000000054329B,430060000,Ally,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,21/10/2005,21/10/2005,21/12/2022,LANGE,HTA,Direct,,,TERRESTRE,,10500.0,10500.0,7.0,En service,Enedis
Confidentiel,17W000000057397G,430060000,Ally,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,21/10/2005,21/10/2005,21/12/2022,LANGE,HTA,Direct,,,TERRESTRE,,10500.0,10500.0,7.0,En service,Enedis
Confidentiel,17W000000401902O,430980000,Freycenet-la-Tour,CC Mézenc-Loire-Meygal,Haute-Loire,Auvergne-Rhône-Alpes,01/08/2009,01/08/2009,28/01/2019,LAUSS,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000043456F,431330000,Mercur,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,21/10/2005,21/10/2005,21/12/2022,LANGE,HTA,Direct,,,TERRESTRE,,7500.0,7500.0,5.0,En service,Enedis
Confidentiel,17W000000414694L,431980000,Saint-Jean-Lachalm,CC des Pays de Cayres et de Pradelles,Haute-Loire,Auvergne-Rhône-Alpes,04/08/2008,04/08/2008,06/01/2022,PRATC,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000156428T,431980000,Saint-Jean-Lachalm,CC des Pays de Cayres et de Pradelles,Haute-Loire,Auvergne-Rhône-Alpes,26/09/2008,26/09/2008,01/04/2022,PRATC,HTA,Direct,,,TERRESTRE,,6000.0,6000.0,1.0,En service,Enedis
Confidentiel,17W0000004321764,440070000,Avessac,CA Redon Agglomération,Loire-Atlantique,Pays de la Loire,10/03/2017,10/03/2017,01/05/2022,PORT7,HTA,Direct,,,TERRESTRE,,10190.0,10190.0,1.0,En service,Enedis
Confidentiel,17W000000166706L,440210000,Villeneuve-en-Retz,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,16/10/2013,16/10/2013,24/11/2020,SSPAZ,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
BOUSSAY ENERGIES,17W0000009513533,440220000,Boussay,CA Clisson Sèvre et Maine Agglo,Loire-Atlantique,Pays de la Loire,24/10/2019,24/10/2019,01/06/2022,RECOU,HTA,Direct,,,TERRESTRE,,7200.0,7200.0,1.0,En service,Enedis
Confidentiel,17W000001457536T,440250000,Campbon,CC Estuaire et Sillon,Loire-Atlantique,Pays de la Loire,04/11/2022,04/11/2022,04/11/2022,SAVEN,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,1.0,En service,Enedis
Confidentiel,17W000000430766U,440250000,Campbon,CC Estuaire et Sillon,Loire-Atlantique,Pays de la Loire,26/05/2009,26/05/2009,01/07/2022,PTCHA,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000980605Q,440310000,La Chapelle-Glain,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,14/09/2020,14/09/2020,01/08/2021,RIAIL,HTA,Direct,,,TERRESTRE,,11750.0,11750.0,1.0,En service,Enedis
Confidentiel,17W0000001463185,440380000,Chauvé,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,11/02/2013,11/02/2013,01/04/2022,SSRET,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
LES EOLIENNES DE CONQUEREUIL,17W000000445814E,440440000,Conquereuil,CA Redon Agglomération,Loire-Atlantique,Pays de la Loire,01/12/2017,01/12/2017,01/07/2022,DERVA,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000160975O,440480000,Couffé,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,01/12/2014,01/12/2014,15/09/2021,ANCEN,HTA,Direct,,,TERRESTRE,,10190.0,10190.0,1.0,En service,Enedis
Confidentiel,17W000000493857D,440490000,Le Croisic,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),Loire-Atlantique,Pays de la Loire,18/09/2018,18/09/2018,12/10/2022,BAULE,HTA,Direct,,,EN MER FLOTTANT,,3500.0,3500.0,1.0,En service,Enedis
Confidentiel,17W0000014348561,440510000,Derval,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,20/05/2022,20/05/2022,03/11/2022,DERVA,HTA,Direct,,,TERRESTRE,,13200.0,13200.0,1.0,En service,Enedis
Confidentiel,17W000000162307I,440510000,Derval,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,05/07/2007,05/07/2007,01/08/2022,DERVA,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,4.0,En service,Enedis
Confidentiel,17W000001434859W,440510000,Derval,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,20/05/2022,20/05/2022,03/11/2022,DERVA,HTA,Direct,,,TERRESTRE,,13200.0,13200.0,1.0,En service,Enedis
Confidentiel,17W0000000475511,440540000,Erbray,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,20/10/2006,20/10/2006,23/07/2018,CTAUB,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W000000150582C,440540000,Erbray,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,15/02/2016,15/02/2016,07/01/2020,CTAUB,HTA,Direct,,,TERRESTRE,,6900.0,6900.0,1.0,En service,Enedis
Confidentiel,17W000000166192Q,440750000,Issé,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,24/11/2014,24/11/2014,01/02/2020,ISSE,HTA,Direct,,,TERRESTRE,,12480.0,12000.0,1.0,En service,Enedis
Confidentiel,17W0000000467063,440790000,Le Landreau,CC Sèvre et Loire,Loire-Atlantique,Pays de la Loire,23/03/2011,23/03/2011,01/07/2015,VALL6,HTA,Direct,,,TERRESTRE,,9200.0,9848.0,1.0,En service,Enedis
Confidentiel,17W000000161071Q,440830000,La Limouzinière,CC Grand Lieu Communauté,Loire-Atlantique,Pays de la Loire,10/03/2011,10/03/2011,01/06/2019,G.LIE,HTA,Direct,,,TERRESTRE,,6000.0,6000.0,1.0,En service,Enedis
Confidentiel,17W000000404222V,440830000,La Limouzinière,CC Grand Lieu Communauté,Loire-Atlantique,Pays de la Loire,18/02/2010,18/02/2010,01/08/2022,MACHE,HTA,Direct,,,TERRESTRE,,6150.0,6150.0,1.0,En service,Enedis
ENERGIE EOLIENNE LUSANGER,17W0000004261095,,Lusanger,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,05/07/2007,05/07/2007,01/08/2022,DERVA,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,4.0,En service,Enedis
Confidentiel,17W0000004127364,440900000,La Marne,CC Sud Retz Atlantique,Loire-Atlantique,Pays de la Loire,18/01/2010,18/01/2010,01/09/2018,G.LIE,HTA,Direct,,,TERRESTRE,,10250.0,10250.0,1.0,En service,Enedis
Confidentiel,17W000000428983P,440910000,Marsac-sur-Don,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,04/11/2015,04/11/2015,01/08/2019,DERVA,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000047134H,,Mésanger,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,16/11/2010,16/11/2010,01/07/2015,RIAIL,HTA,Direct,,,TERRESTRE,,9200.0,9848.0,1.0,En service,Enedis
Confidentiel,17W000001321965O,440990000,Moisdon-la-Rivière,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,01/05/2021,01/05/2021,01/04/2022,CTAUB,HTA,Direct,,,TERRESTRE,,8800.0,8800.0,1.0,En service,Enedis
Confidentiel,17W000000054261J,441180000,Pannecé,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,10/02/2010,10/02/2010,08/11/2021,RIAIL,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000055138D,441180000,Pannecé,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,25/05/2009,25/05/2009,08/11/2021,RIAIL,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000159258D,441210000,Petit-Auverné,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,19/11/2015,19/11/2015,01/06/2022,CTAUB,HTA,Direct,,,TERRESTRE,,13800.0,13800.0,1.0,En service,Enedis
Confidentiel,17W000000166555G,441340000,Pouillé-les-Côteaux,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,11/11/2010,11/11/2010,22/03/2022,ANCEN,HTA,Direct,,,TERRESTRE,,9693.0,9200.0,1.0,En service,Enedis
Eoliennes de Rougé,17W000001402274E,441460000,Rougé,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,30/06/2022,30/06/2022,29/09/2022,,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000040842P,441490000,Saffré,CC de Nozay,Loire-Atlantique,Pays de la Loire,14/06/2013,14/06/2013,22/04/2022,N.ERD,HTA,Direct,,,TERRESTRE,,16304.0,16304.0,1.0,En service,Enedis
Confidentiel,17W000000971110H,441530000,Saint-Aubin-des-Châteaux,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,10/06/2020,10/06/2020,10/06/2020,,HTA,Direct,,,TERRESTRE,,11000.0,11000.0,1.0,En service,Enedis
CHALEONS ENERGIES,17W000000051086Q,441640000,Saint-Hilaire-de-Chaléons,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,16/03/2017,16/03/2017,24/11/2020,SSPAZ,HTA,Direct,,,TERRESTRE,,6150.0,6150.0,1.0,En service,Enedis
Confidentiel,17W000000160875S,441640000,Saint-Hilaire-de-Chaléons,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,14/03/2016,14/03/2016,24/11/2020,SSPAZ,HTA,Direct,,,TERRESTRE,,12300.0,12300.0,1.0,En service,Enedis
Confidentiel,17W000000068605O,441800000,Vallons-de-l'Erdre,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,26/07/2016,26/07/2016,01/05/2021,FREIG,HTA,Direct,,,TERRESTRE,,9400.0,9400.0,1.0,En service,Enedis
Confidentiel,17W000000061480G,441800000,Vallons-de-l'Erdre,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,11/05/2007,11/05/2007,01/05/2021,FREIG,HTA,Direct,,,TERRESTRE,,9200.0,9200.0,4.0,En service,Enedis
Confidentiel,17W000001523380S,441820000,Saint-Michel-Chef-Chef,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,25/03/2010,25/03/2010,01/11/2022,SSRET,HTA,Direct,,,TERRESTRE,,10250.0,10250.0,1.0,En service,Enedis
B.GUEEA2 - ADP A2 DE LA FERME ÉOLIENNE DE BANC-DE-GUERANDE,17W0000014183686,441840131,Saint-Nazaire,CA de la Région Nazairienne et de l'Estuaire (CARENE),Loire-Atlantique,Pays de la Loire,09/05/2022,05/06/2022,07/11/2022,B.GUE,225 kV,DIRECT,,,EN MER POSE,,240000.0,240000.0,40.0,En service,RTE
B.GUEEA1 - ADP A1 DE LA FERME ÉOLIENNE DE BANC-DE-GUERANDE,17W0000014183694,441840131,Saint-Nazaire,CA de la Région Nazairienne et de l'Estuaire (CARENE),Loire-Atlantique,Pays de la Loire,09/05/2022,05/06/2022,07/11/2022,B.GUE,225 kV,DIRECT,,,EN MER POSE,,240000.0,240000.0,40.0,En service,RTE
Confidentiel,17W0000001640923,441860000,Sainte-Pazanne,CA Pornic Agglo Pays de Retz,Loire-Atlantique,Pays de la Loire,08/03/2016,08/03/2016,01/11/2017,SSPAZ,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000001023562K,441870000,Saint-Père-en-Retz,CC du Sud Estuaire,Loire-Atlantique,Pays de la Loire,12/03/2021,12/03/2021,01/06/2022,SSRET,HTA,Direct,,,TERRESTRE,,6600.0,6600.0,1.0,En service,Enedis
Confidentiel,17W0000013752903,,Saint-Vincent-des-Landes,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,15/12/2009,15/12/2009,01/05/2022,ISSE,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000157621U,441960000,Sévérac,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,Loire-Atlantique,Pays de la Loire,04/01/2016,04/01/2016,01/04/2022,SEVE5,HTA,Direct,,,TERRESTRE,,8200.0,8200.0,1.0,En service,Enedis
Confidentiel,17W0000004143378,441970000,Sion-les-Mines,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,15/02/2012,15/02/2012,01/06/2016,DERVA,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000052376C,441990000,Soudan,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,30/11/2006,30/11/2006,01/02/2019,CTAUB,HTA,Direct,,,TERRESTRE,,6900.0,6900.0,3.0,En service,Enedis
EOLIENNES DE SOULVACHE,17W0000001475221,442000000,Soulvache,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,05/03/2015,05/03/2015,01/08/2017,PAS,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000000476287P,442050000,Les Touches,CC d'Erdre et Gesvres,Loire-Atlantique,Pays de la Loire,06/08/2018,06/08/2018,01/06/2022,N.ERD,HTA,Direct,,,TERRESTRE,,9400.0,9400.0,1.0,En service,Enedis
Confidentiel,17W0000004136177,442050000,Les Touches,CC d'Erdre et Gesvres,Loire-Atlantique,Pays de la Loire,11/05/2015,11/05/2015,01/03/2022,N.ERD,HTA,Direct,,,TERRESTRE,,5000.0,5000.0,1.0,En service,Enedis
Confidentiel,17W0000001572308,442050000,Les Touches,CC d'Erdre et Gesvres,Loire-Atlantique,Pays de la Loire,11/05/2015,11/05/2015,01/06/2020,N.ERD,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
EOLIENNES DE FRELIGNE,17W0000001597266,442060000,Touvois,CC Sud Retz Atlantique,Loire-Atlantique,Pays de la Loire,28/10/2014,28/10/2014,01/04/2022,MACHE,HTA,Direct,,,TERRESTRE,,8200.0,8200.0,1.0,En service,Enedis
Confidentiel,17W000001401766Z,442070000,Trans-sur-Erdre,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,05/07/2022,05/07/2022,24/10/2022,RIAIL,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
CE VARADES,17W0000004259817,442130000,Loireauxence,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,08/06/2017,08/06/2017,01/07/2022,SOURD,HTA,Direct,,,TERRESTRE,,4800.0,4800.0,1.0,En service,Enedis
Confidentiel,17W000000419970Z,442130000,Loireauxence,CC du Pays d'Ancenis,Loire-Atlantique,Pays de la Loire,16/09/2016,16/09/2016,28/03/2022,FREIG,HTA,Direct,,,TERRESTRE,,9200.0,9200.0,1.0,En service,Enedis
Confidentiel,17W0000009081552,,Audeville,CC du Pithiverais,Loiret,Centre-Val de Loire,21/09/2010,21/09/2010,29/07/2022,,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Eole La Brière,17W000000906236C,,Bazoches-les-Gallerandes,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,14/04/2008,14/04/2008,29/07/2022,TOURY,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Confidentiel,17W000000906645W,,Charmont-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,19/02/2010,19/02/2010,29/07/2022,,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Confidentiel,17W000000906224J,,Charmont-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,26/02/2010,26/02/2010,29/07/2022,,HTA,Indirect,,,,,6000.0,6000.0,,En service,SICAP
Confidentiel,17W000000905557Y,,Charmont-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,22/08/2009,22/08/2009,29/07/2022,,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Confidentiel,17W000000907563T,,Charmont-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,01/09/2009,01/09/2009,29/07/2022,,HTA,Indirect,,,,,6000.0,6000.0,,En service,SICAP
Confidentiel,17W0000009064275,,Greneville-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,20/06/2013,20/06/2013,29/07/2022,,HTA,Direct,,,,,12300.0,12300.0,,En service,SICAP
Confidentiel,17W000000907607Z,,Greneville-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,20/06/2013,20/06/2013,29/07/2022,,HTA,Direct,,,,,12300.0,12300.0,,En service,SICAP
Confidentiel,17W000000905667R,,Greneville-en-Beauce,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,01/07/2008,01/07/2008,29/07/2022,,HTA,Indirect,,,,,984.0,984.0,,En service,SICAP
Confidentiel,17W000000907857C,,Guigneville,CC du Pithiverais,Loiret,Centre-Val de Loire,19/02/2010,19/02/2010,29/07/2022,,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Confidentiel,17W000000906868C,,Jouy-en-Pithiverais,CC de la Plaine du Nord Loiret,Loiret,Centre-Val de Loire,22/09/2011,22/09/2011,29/07/2022,,HTA,Direct,,,,,12000.0,12000.0,,En service,SICAP
Confidentiel,17W000001345167K,451830000,Lion-en-Beauce,CC de la Beauce Loirétaine,Loiret,Centre-Val de Loire,31/05/2021,31/05/2021,26/07/2022,TIVER,HTA,Direct,,,TERRESTRE,,7875.0,7875.0,1.0,En service,Enedis
Confidentiel,17W0000000566029,452480000,Patay,CC de la Beauce Loirétaine,Loiret,Centre-Val de Loire,12/03/2007,12/03/2007,18/11/2022,TOUR9,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,6.0,En service,Enedis
Confidentiel,17W000000925186V,452510000,Pierrefitte-ès-Bois,CC Berry Loire Puisaye,Loiret,Centre-Val de Loire,19/06/2019,19/06/2019,25/07/2019,VAILL,HTA,Direct,,,TERRESTRE,,4400.0,4400.0,1.0,En service,Enedis
Confidentiel,17W000000905907X,,Pithiviers-le-Vieil,CC du Pithiverais,Loiret,Centre-Val de Loire,09/11/2007,09/11/2007,29/07/2022,,HTA,Direct,,,,,10000.0,10000.0,,En service,SICAP
Confidentiel,17W000000426788X,453260000,Tournoisis,CC de la Beauce Loirétaine,Loiret,Centre-Val de Loire,30/03/2006,30/03/2006,14/04/2021,TOUR9,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,5.0,En service,Enedis
Confidentiel,17W000000418414X,,Tournoisis,CC de la Beauce Loirétaine,Loiret,Centre-Val de Loire,01/03/2007,01/03/2007,13/09/2021,TOUR9,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W000000149129U,453260000,Tournoisis,CC de la Beauce Loirétaine,Loiret,Centre-Val de Loire,18/04/2006,18/04/2006,18/06/2021,TOUR9,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,5.0,En service,Enedis
Confidentiel,17W0000000594697,,La Bastide-Puylaurent,CC Mont Lozère,Lozère,Occitanie,15/10/2008,15/10/2008,01/07/2021,ANCEL,HTA,Direct,,,TERRESTRE,,6680.0,6680.0,1.0,En service,Enedis
Confidentiel,17W000001436092J,480290000,Le Born,CC Cur de Lozère,Lozère,Occitanie,30/09/2022,30/09/2022,30/09/2022,MENDE,HTA,Direct,,,TERRESTRE,,14400.0,14400.0,1.0,En service,Enedis
Confidentiel,17W0000014360898,480290000,Le Born,CC Cur de Lozère,Lozère,Occitanie,30/09/2022,30/09/2022,30/09/2022,MENDE,HTA,Direct,,,TERRESTRE,,14400.0,14400.0,1.0,En service,Enedis
Confidentiel,17W000000413933Y,480420000,Chastel-Nouvel,CC Randon - Margeride,Lozère,Occitanie,10/10/2006,10/10/2006,05/09/2022,MENDE,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,6.0,En service,Enedis
Confidentiel,17W0000000543681,480450000,Chaudeyrac,CC Randon - Margeride,Lozère,Occitanie,01/11/2004,01/11/2004,09/02/2022,LANG8,HTA,Direct,,,TERRESTRE,,1700.0,1700.0,2.0,En service,Enedis
Confidentiel,17W000000414030Y,480580000,La Fage-Montivernoux,CC des Hautes Terres de l'Aubrac,Lozère,Occitanie,14/08/2014,14/08/2014,24/01/2022,SSAPC,HTA,Direct,,,TERRESTRE,,11690.0,11690.0,1.0,En service,Enedis
Confidentiel,17W000000164740V,481270000,Monts-de-Randon,CC Randon - Margeride,Lozère,Occitanie,10/10/2006,10/10/2006,29/11/2022,MENDE,HTA,Direct,,,TERRESTRE,,2000.0,2000.0,1.0,En service,Enedis
EOLIENNE D ANTOIGNE,17W000000047140M,490090000,Antoigné,CA Saumur Val de Loire,Maine-et-Loire,Pays de la Loire,23/12/2009,23/12/2009,01/10/2017,MERON,HTA,Direct,,,TERRESTRE,,8000.0,8000.0,1.0,En service,Enedis
Confidentiel,17W000001314492W,490230206,Beaupréau-en-Mauges,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,01/10/2020,01/10/2020,22/10/2021,CHEMI,HTA,Direct,,,TERRESTRE,,10800.0,9000.0,1.0,En service,Enedis
Confidentiel,17W0000000552745,490230206,Beaupréau-en-Mauges,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,30/07/2010,30/07/2010,01/07/2015,SSMO5,HTA,Direct,,,TERRESTRE,,16000.0,16000.0,1.0,En service,Enedis
Confidentiel,17W0000004175796,490920301,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,16/08/2016,16/08/2016,28/09/2022,CHEMI,HTA,Direct,,,TERRESTRE,,12500.0,12500.0,1.0,En service,Enedis
Confidentiel,17W000000958970I,490920303,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,20/02/2020,20/02/2020,01/05/2020,CHEMI,HTA,Direct,,,TERRESTRE,,12000.0,12000.0,1.0,En service,Enedis
Confidentiel,17W000000057831Q,490920302,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,11/09/2008,11/09/2008,06/08/2020,CHEMI,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000000428190N,490920303,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,01/06/2011,01/06/2011,01/07/2015,AUBIG,HTA,Direct,,,TERRESTRE,,12000.0,11940.0,1.0,En service,Enedis
Confidentiel,17W000000051822K,490920301,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,17/05/2013,17/05/2013,21/09/2021,CHEMI,HTA,Direct,,,TERRESTRE,,7500.0,7500.0,1.0,En service,Enedis
Confidentiel,17W000000161959H,490920301,Chemillé-en-Anjou,CA Mauges Communauté,Maine-et-Loire,Pays de la Loire,11/09/2008,11/09/2008,16/09/2020,CHEMI,HTA,Direct,,,TERRESTRE,,10000.0,10000.0,1.0,En service,Enedis
Confidentiel,17W000001436146M,491610000,La Jaille-Yvon,CC des Vallées du Haut-Anjou,Maine-et-Loire,Pays de la Loire,19/10/2022,19/10/2022,29/11/2022,C.GON,HTA,Direct,,,TERRESTRE,,9000.0,9000.0,1.0,En service,Enedis
Confidentiel,17W000000977881A,492280000,Noyant-Villages,CC Baugeois Vallée,Maine-et-Loire,Pays de la Loire,20/08/2020,20/08/2020,20/08/2020,BREI5,HTA,Direct,,,TERRESTRE,,6600.0,6600.0,1.0,En service,Enedis
Confidentiel,17W000000495950D,492480000,Ombrée d'Anjou,CC Anjou Bleu Communauté,Maine-et-Loire,Pays de la Loire,22/11/2018,22/11/2018,22/11/2018,POUAN,HTA,Direct,,,TERRESTRE,,11500.0,11500.0,1.0,En service,Enedis
