nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
Confidentiel,17W000000033248S,2A0040101,Ajaccio,CA du Pays Ajaccien,Corse-du-Sud,Corse,01/01/1981,01/01/1981,14/04/2022,,90 kV,Direct,,,,,132300.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000032203I,2A0040101,Ajaccio,CA du Pays Ajaccien,Corse-du-Sud,Corse,01/01/2007,01/01/2007,14/04/2022,,90 kV,Direct,,,,,20000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000032045A,2B0420101,Borgo,CC de Marana-Golo,Haute-Corse,Corse,01/01/1992,01/01/1992,29/07/2022,,90 kV,Direct,,,,,20000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000036245J,2B0420101,Borgo,CC de Marana-Golo,Haute-Corse,Corse,01/01/2008,01/01/2008,29/07/2022,,90 kV,Direct,,,,,40000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000036885K,2B0420101,Borgo,CC de Marana-Golo,Haute-Corse,Corse,16/01/2014,16/01/2014,29/07/2022,,90 kV,Direct,,,,,112000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000034358G,2B0420101,Borgo,CC de Marana-Golo,Haute-Corse,Corse,01/01/1992,01/01/1992,29/07/2022,,90 kV,Direct,,,,,20000.0,,,,,,En service,,EDF-SEI
Confidentiel,17W000000036123X,2B0420101,Borgo,CC de Marana-Golo,Haute-Corse,Corse,01/01/1993,01/01/1993,29/07/2022,,90 kV,Direct,,,,,25000.0,,,,,,En service,,EDF-SEI
BALA5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE BALAN,17W100P100P11569,10270000,Balan,CC de la Côtière à Montluel,Ain,Auvergne-Rhône-Alpes,01/12/2000,,17/01/2012,BALAN,63 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,11200.0,,,11200.0,,1.0,En service,,RTE
CENTRALE DE BELLIGNAT,17W000000386635T,10310000,Bellignat,CA Haut - Bugey Agglomération,Ain,Auvergne-Rhône-Alpes,28/03/2011,28/03/2011,26/10/2021,BELLI,HTA,Direct,GAZ,,MOTEUR A PISTON,,4249.0,,,4249.0,,,En service,0.0,Enedis
Confidentiel,17W000001436205W,,Montluel,CC de la Côtière à Montluel,Ain,Auvergne-Rhône-Alpes,01/10/2022,01/10/2022,23/11/2022,P.SE5,HTA,Indirect,GAZ,,COGENERATION A VAPEUR,,800.0,,,800.0,,,En service,0.0,Enedis
CHAUFFERIE URBAINE ZUP EUROPE,17W000000419188B,25710000,Omissy,CA du Saint-Quentinois,Aisne,Hauts-de-France,01/11/2001,01/11/2001,07/10/2022,SSJEA,HTA,Direct,GAZ,,AUTRE,,4240.0,,,4240.0,,,En service,0.0,Enedis
Confidentiel,17W0000000603125,26910203,Saint-Quentin,CA du Saint-Quentinois,Aisne,Hauts-de-France,01/11/2012,01/11/2012,01/07/2019,SSJEA,HTA,Direct,GAZ,,,,757.0,,,757.0,,,En service,0.0,Enedis
Confidentiel,17W000000047116J,27220201,Soissons,CA GrandSoissons Agglomération,Aisne,Hauts-de-France,01/11/2009,01/11/2009,17/05/2022,S.DAM,HTA,Indirect,GAZ,,,,4983.0,,,4983.0,,,En service,0.0,Enedis
Confidentiel,17W000000046125N,28180000,Villiers-Saint-Denis,CC du Canton de Charly-sur-Marne,Aisne,Hauts-de-France,01/11/2011,01/11/2011,15/12/2022,CHAR6,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1416.0,,,1416.0,,,En service,0.0,Enedis
MORA5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MORANDES (LES),17W100P100P15068,30180000,Bayet,CC Saint-Pourçain Sioule Limagne,Allier,Auvergne-Rhône-Alpes,20/02/2011,01/07/2011,02/01/2016,MORA5,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,414200.0,,,414200.0,,1.0,En service,,RTE
RAYNAT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE RAYNAUDS (LES),17W000001521405B,30820101,Commentry,CC Commentry Montmarault Néris Communauté,Allier,Auvergne-Rhône-Alpes,01/11/2011,01/11/2011,02/04/2011,RAYNA,63 kV,INDIRECT,GAZ,,COGENERATION A VAPEUR,,11200.0,,,11200.0,,1.0,En service,,RTE
COGESTAR 2,17W0000001478585,31010101,Domérat,CA Montluçon Communauté,Allier,Auvergne-Rhône-Alpes,29/09/2005,29/09/2005,29/12/2022,DURRE,HTA,Direct,GAZ,,MOTEUR A PISTON,,3880.0,,,2007.0,,,En service,0.0,Enedis
Confidentiel,17W000000448739O,31900108,Moulins,CA Moulins Communauté,Allier,Auvergne-Rhône-Alpes,07/11/2017,07/11/2017,04/01/2021,SEMIN,HTA,Direct,GAZ,,TURBINE A COMBUSTION,,3356.0,,,3356.0,,,En service,0.0,Enedis
Confidentiel,17W0000000460875,33100109,Vichy,CA Vichy Communauté,Allier,Auvergne-Rhône-Alpes,18/12/2000,18/12/2000,29/12/2022,VICHY,HTA,Direct,GAZ,,,,950.0,,,775.0,,,En service,0.0,Enedis
Confidentiel,17W0000009612507,,Cannes,CA Cannes Pays de Lérins,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,01/02/2020,01/02/2020,04/10/2022,MOUGI,HTA,Indirect,FIOUL,,,,1487.0,,,1487.0,,,En service,0.0,Enedis
Confidentiel,17W000000962211C,,Cannes,CA Cannes Pays de Lérins,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,01/03/2020,01/03/2020,01/11/2022,BOCCA,HTA,Indirect,GAZ,,MOTEUR A PISTON,,1561.0,,,1561.0,,,En service,0.0,Enedis
Confidentiel,17W000000909114B,,Carros,Métropole Nice Côte d'Azur,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,01/02/2019,01/02/2019,24/05/2022,B.CAR,HTA,Direct,GAZ,,,,69.0,,,69.0,,,En service,0.0,Enedis
Confidentiel,17W0000004003319,60690113,Grasse,CA du Pays de Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,05/12/2010,05/12/2010,29/11/2021,GRASS,HTA,Direct,GAZ,,,,1275.0,,,1000.0,,,En service,0.0,Enedis
Confidentiel,17W0000000587658,60881201,Nice,Métropole Nice Côte d'Azur,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12/02/2012,12/02/2012,06/12/2021,GORBE,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1330.0,,,1200.0,,,En service,0.0,Enedis
Confidentiel,17W000000495041D,70190103,Aubenas,CC du Bassin d'Aubenas,Ardèche,Auvergne-Rhône-Alpes,02/10/2018,02/10/2018,19/04/2022,AUBEN,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,3653.0,,,3653.0,,,En service,0.0,Enedis
CENTRALE DE BERRIAS ( PAYEN),17W000000424002X,,Banne,CC Pays des Vans en Cévennes,Ardèche,Auvergne-Rhône-Alpes,12/02/2014,12/02/2014,19/10/2022,SALEL,HTA,Direct,FIOUL,,MOTEUR A PISTON,,4000.0,,,3999.0,,,En service,0.0,Enedis
Confidentiel,17W000000419090S,71380000,Lavilledieu,CC du Bassin d'Aubenas,Ardèche,Auvergne-Rhône-Alpes,10/03/2017,10/03/2017,27/10/2022,AUBEN,HTA,Direct,GAZ,,,,1170.0,,,1170.0,,,En service,0.0,Enedis
COGESTAR,17W000000074628Q,81050902,Charleville-Mézières,CA Ardenne Métropole,Ardennes,Grand Est,31/10/2016,31/10/2016,05/10/2022,MOHON,HTA,Direct,GAZ,,AUTRE,,4395.0,,,4395.0,,,En service,0.0,Enedis
Confidentiel,17W000000054701H,81050502,Charleville-Mézières,CA Ardenne Métropole,Ardennes,Grand Est,31/03/2001,31/03/2001,05/10/2022,MOHON,HTA,Direct,GAZ,,TURBINE A COMBUSTION,,2012.0,,,1512.0,,,En service,0.0,Enedis
CENTRALE DISPATCHABLE DE FLEVILLE,17W000000056414A,81710000,Fléville,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/01/2012,01/01/2012,21/11/2022,FLEVI,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
CENTRALE D OSNES,17W000000431213T,83360000,Osnes,CC des Portes du Luxembourg,Ardennes,Grand Est,01/04/2012,01/04/2012,21/11/2022,OSNES,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
SPE,17W000000043850B,83620102,Rethel,CC du Pays Rethélois,Ardennes,Grand Est,01/04/2012,01/04/2012,22/11/2022,RETHE,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
MARL5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MARLIERE,17W000001017585V,84090102,Sedan,CA Ardenne Métropole,Ardennes,Grand Est,01/12/2021,01/12/2020,01/12/2020,MARL5,63 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,1000.0,,,1000.0,,1.0,En service,,RTE
Confidentiel,17W0000000607469,84090502,Sedan,CA Ardenne Métropole,Ardennes,Grand Est,15/12/1998,15/12/1998,01/11/2022,FLOIN,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4160.0,,,4160.0,,,En service,0.0,Enedis
CENTRALE DE VOUZIERS,17W000000056818N,84900102,Vouziers,CC de l'Argonne Ardennaise,Ardennes,Grand Est,01/04/2012,01/04/2012,22/11/2022,VOUZI,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
SARL SECAM,17W000000047762P,84970000,Warcq,CA Ardenne Métropole,Ardennes,Grand Est,01/04/2012,01/04/2012,21/11/2022,M.CAM,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
CENTRALE DE PAMIERS,17W000000051175R,92250107,Pamiers,CC des Portes d'Ariège Pyrénées,Ariège,Occitanie,31/10/1996,31/10/1996,26/01/2022,RIVEN,HTA,Direct,FIOUL,,AUTRE,,6860.0,,,6860.0,,,En service,0.0,Enedis
Confidentiel,17W000000146875A,92640000,Saint-Jean-de-Verges,CA Pays Foix-Varilhes,Ariège,Occitanie,01/01/2001,01/01/2001,17/10/2022,FOIX,HTA,Direct,GAZ,,AUTRE,,1140.0,,,1140.0,,,En service,0.0,Enedis
DISPATCHABLE,17W0000014682321,,Tarascon-sur-Ariège,CC du Pays de Tarascon,Ariège,Occitanie,01/09/1998,01/09/1998,01/09/1998,,HTA,Direct,,,,,3600.0,,,3600.0,,,En service,,Régie municipale d'électricité de Tarascon sur Ariege
CENTRALE THERMIQUE,17W0000009367476,,Varilhes,CA Pays Foix-Varilhes,Ariège,Occitanie,01/01/1992,01/01/1992,01/01/1992,,HTA,DIRECT,FIOUL,,COGENERATION A COMBUSTION,,4400.0,,,4400.0,,2.0,En service,,Régie municipale d'électricité de Varilhes
Confidentiel,17W000000043039V,101060000,Courceroy,CC du Nogentais,Aube,Grand Est,18/01/1999,18/01/1999,02/11/2022,N.SEI,HTA,Direct,GAZ,,AUTRE,,952.0,,,995.0,,,En service,0.0,Enedis
SARL PADI ENERGIE,17W000000403081S,102310000,Le Mériot,CC du Nogentais,Aube,Grand Est,04/11/2002,04/11/2002,02/11/2022,N.SEI,HTA,Direct,GAZ,,,,1560.0,,,1560.0,,,En service,0.0,Enedis
Confidentiel,17W0000014102879,102650000,Les Noës-près-Troyes,CA Troyes Champagne Métropole,Aube,Grand Est,01/11/2001,01/11/2001,30/11/2022,MALAD,HTA,Direct,GAZ,,,,5800.0,,,5800.0,,,En service,0.0,Enedis
Confidentiel,17W000000087238I,102680102,Nogent-sur-Seine,CC du Nogentais,Aube,Grand Est,08/03/2001,08/03/2001,05/10/2022,N.SEI,HTA,Direct,GAZ,,AUTRE,,5820.0,,,3884.0,,,En service,0.0,Enedis
Confidentiel,17W000000047588F,102960000,Polisy,CC du Barséquanais en Champagne,Aube,Grand Est,22/03/2001,22/03/2001,18/10/2022,POLIS,HTA,Direct,GAZ,,AUTRE,,4014.0,,,4014.0,,,En service,0.0,Enedis
GCS PATCS,17W0000009564816,103870202,Troyes,CA Troyes Champagne Métropole,Aube,Grand Est,21/01/2020,21/01/2020,19/05/2021,T.IND,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,46.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000951231H,,Troyes,CA Troyes Champagne Métropole,Aube,Grand Est,21/01/2020,21/01/2020,05/10/2022,T.IND,BT,Indirect,GAZ,,,,46.0,,,46.0,,,En service,0.0,Enedis
Confidentiel,17W000000056931R,110690901,Carcassonne,CA Carcassonne Agglo,Aude,Occitanie,28/12/1996,28/12/1996,01/12/2021,VIGUI,HTA,Direct,FIOUL,,AUTRE,,6820.0,,,6820.0,,,En service,0.0,Enedis
Confidentiel,17W000000050438Q,112030105,Lézignan-Corbières,"CC Région Lézignanaise, Corbières et Minervois",Aude,Occitanie,30/03/2012,30/03/2012,01/11/2022,LEZIG,HTA,Direct,FIOUL,,AUTRE,,7428.0,,,7428.0,,,En service,0.0,Enedis
Confidentiel,17W0000009198089,,Quillan,CC Pyrénées Audoises,Aude,Occitanie,01/01/1995,01/01/1995,28/07/2022,,HTA,Direct,FIOUL,,TURBINE A COMBUSTION,,3200.0,,,3200.0,,,En service,,Régie municipale d'energie électrique de Quillan
Confidentiel,17W000000158903F,,Aubin,CC Decazeville Communauté,Aveyron,Occitanie,01/01/1995,01/01/1995,09/02/2022,GODIN,HTA,Direct,FIOUL,,,,6840.0,,,6840.0,,,En service,0.0,Enedis
SETHELEC CHAUFFERIE DE DECAZEVILLE,17W0000004270361,120890102,Decazeville,CC Decazeville Communauté,Aveyron,Occitanie,07/11/2016,07/11/2016,24/01/2022,GODIN,HTA,Direct,GAZ,,TURBINE A COMBUSTION,,2682.0,,,2682.0,,,En service,0.0,Enedis
Confidentiel,17W000000042567B,130010301,Aix-en-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08/01/2001,08/01/2001,30/11/2021,A.MOU,HTA,Direct,GAZ,,,,4301.0,,,4301.0,,,En service,0.0,Enedis
Confidentiel,17W000000057552U,130010306,Aix-en-Provence,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08/11/2012,08/11/2012,22/11/2021,ENSOL,HTA,Direct,GAZ,,,,1931.0,,,1931.0,,,En service,0.0,Enedis
COMBORCIERE,17W000000431222S,130040121,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,04/01/2017,04/01/2017,11/07/2017,ARLES,HTA,Direct,GAZ,,AUTRE,,1975.0,,,1975.0,,,En service,0.0,Enedis
Confidentiel,17W000000092539N,130040119,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,22/11/2016,22/11/2016,13/07/2017,ARLES,HTA,Direct,GAZ,,AUTRE,,4379.0,,,4379.0,,,En service,0.0,Enedis
P.ETIT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE PAPETERIES-ETIENNE (COGENERATION SETHELEC),17W100P100P15513,130040118,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/09/2002,,01/09/2014,P.ETI,63 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,45000.0,,,45000.0,,1.0,En service,,RTE
Confidentiel,17W000000395267V,130040121,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/11/2012,27/11/2012,22/11/2021,ARLES,HTA,Direct,GAZ,,,,3132.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000957658P,130040119,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,22/10/2019,22/10/2019,26/09/2022,ARLES,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,4379.0,,,4379.0,,,En service,0.0,Enedis
ENERGIE BASTIDETTES,17W000000498948M,130040122,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,27/12/2018,27/12/2018,06/10/2019,M.GOU,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,1990.0,,,1990.0,,,En service,0.0,Enedis
Confidentiel,17W000000962166S,130040121,Arles,CA d'Arles-Crau-Camargue-Montagnette,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/03/2020,01/03/2020,01/03/2020,ARLES,HTA,Indirect,GAZ,,TURBINE A COMBUSTION,,3132.0,,,3132.0,,,En service,0.0,Enedis
Confidentiel,17W000000415579G,130050603,Aubagne,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,30/11/2001,30/11/2001,30/11/2021,BAST5,HTA,Direct,GAZ,,,,1189.0,,,1189.0,,,En service,0.0,Enedis
BERR6T05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE BERRE,17W100P100P11755,130140105,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1966,01/01/1966,01/01/2006,FLORY,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",COGENERATION A VAPEUR,,13000.0,,,13000.0,,1.0,En service,,RTE
SPDCE,17W000000041210K,130140106,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,25/04/1999,25/04/1999,30/11/2021,BERRE,HTA,Direct,GAZ,,AUTRE,,1942.0,,,1942.0,,,En service,0.0,Enedis
BERR6T06 - GROUPE 06 DE LA CENTRALE THERMIQUE DE BERRE,17W100P100P11771,130140105,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1972,01/01/1972,01/01/2006,FLORY,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",COGENERATION A VAPEUR,,14500.0,,,14500.0,,1.0,En service,,RTE
BERR6T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE BERRE,17W100P100P1171D,130140105,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1971,01/01/1971,01/01/2006,FLORY,63 kV,DIRECT,FIOUL,DECHETS INDUSTRIELS,COGENERATION A VAPEUR,,10000.0,,,10000.0,,1.0,En service,,RTE
Confidentiel,17W000000461355S,130140106,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,22/03/2018,22/03/2018,15/06/2018,BERRE,HTA,Direct,GAZ,,MOTEUR A PISTON,,3252.0,,,3252.0,,,En service,0.0,Enedis
BERR6T07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE BERRE,17W100P100P1179Y,130140105,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1988,01/01/1988,21/01/2013,FLORY,63 kV,DIRECT,FIOUL,"DECHETS INDUSTRIELS, GAZ",COGENERATION A VAPEUR,,11800.0,,,11800.0,,1.0,En service,,RTE
BERR6T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE BERRE,17W100P100P11739,130140105,Berre-l'Étang,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1980,01/01/1980,01/01/2006,FLORY,63 kV,DIRECT,FIOUL,DECHETS INDUSTRIELS,COGENERATION A VAPEUR,,12000.0,,,12000.0,,1.0,En service,,RTE
MEDE T07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE MEDE (LA),17W100P100P1492U,130260107,Châteauneuf-les-Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1986,01/01/1986,01/01/2006,MEDE,63 kV,DIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,14700.0,,,14700.0,,1.0,En service,,RTE
MEDE T05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE MEDE (LA),17W100P100P1489J,130260107,Châteauneuf-les-Martigues,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1971,01/01/1971,01/01/2006,MEDE,63 kV,DIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,21000.0,,,21000.0,,1.0,En service,,RTE
Confidentiel,17W000000060868W,130270102,Châteaurenard,CA Terre de Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15/01/2003,15/01/2003,04/10/2022,CZTIN,HTA,Direct,FIOUL,,AUTRE,,3352.0,,,3352.0,,,En service,0.0,Enedis
Confidentiel,17W0000004985287,130350102,Eyguières,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12/11/2018,12/11/2018,04/10/2022,S.AIR,HTA,Direct,GAZ,,,,3265.0,,,3265.0,,,En service,0.0,Enedis
AUDI5T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE AUDIENCE (SOLMER SOLLAC),17W100P100P1146C,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1973,01/01/1973,31/12/2010,AUDI5,63 kV,DIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,48000.0,,,48000.0,,1.0,En service,,RTE
RICHIT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE RICHIER,17W100P100P1629T,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/08/2009,08/03/2011,24/04/2015,RICHI,225 kV,DIRECT,GAZ,,TURBINE A VAPEUR,,63000.0,,,63000.0,,1.0,En service,,RTE
GRACIT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE GRACIEUSE (LA),17W100P100P01679,130390104,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/2010,01/10/2010,02/04/2016,GRACI,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,453000.0,,,453000.0,,1.0,En service,,RTE
SOLAMAT MEREX,17W000000041419V,130390104,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/09/1998,01/09/1998,30/11/2021,DARSE,HTA,Direct,GAZ,,,,900.0,,,900.0,,,En service,0.0,Enedis
GLORIT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE GLORIA,17W100P100P1386T,130390104,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/12/1999,,01/10/2014,GLORI,63 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,45000.0,,,45000.0,,1.0,En service,,RTE
AUDI6T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE AUDIENCE (ARCELORMITTAL),17W100P100P11496,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1997,,01/01/2006,AUDI5,225 kV,DIRECT,FIOUL,,TURBINE A VAPEUR,,27000.0,,,27000.0,,1.0,En service,,RTE
RICHIT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE RICHIER,17W100P100P1628V,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/12/2008,08/03/2011,24/04/2015,RICHI,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,451000.0,,,451000.0,,1.0,En service,,RTE
AUDI6T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE AUDIENCE (ARCELORMITTAL),17W100P100P11488,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1995,,01/01/2006,AUDI5,225 kV,DIRECT,FIOUL,,TURBINE A VAPEUR,,27000.0,,,27000.0,,1.0,En service,,RTE
AUDI5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE AUDIENCE (SOLMER SOLLAC),17W100P100P1144G,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1973,01/01/1973,31/12/2010,AUDI5,63 kV,DIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,48000.0,,,48000.0,,1.0,En service,,RTE
JONCST01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE JONCS,17W100P100P14452,130390103,Fos-sur-Mer,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1971,01/01/1971,09/11/2012,JONCS,63 kV,DIRECT,GAZ,,TURBINE A COMBUSTION,,19000.0,,,19000.0,,1.0,En service,,RTE
GARD6T05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE GARDANNE (ALUMINIUM PECHINEY),17W100P100P1384X,130410108,Gardanne,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/01/1999,,31/12/2010,GARD6,63 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,4200.0,,,4200.0,,1.0,En service,,RTE
GARD6T06 - GROUPE 06 DE LA CENTRALE THERMIQUE DE GARDANNE (ALUMINIUM PECHINEY),17W0000004752475,130410108,Gardanne,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,22/02/2018,01/02/2018,25/05/2020,GARD6,63 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,12000.0,,,12000.0,,1.0,En service,,RTE
Confidentiel,17W000000050780F,130430101,Gignac-la-Nerthe,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,01/11/1997,01/11/1997,30/11/2021,LAURE,HTA,Direct,FIOUL,,AUTRE,,8000.0,,,6620.0,,,En service,0.0,Enedis
COLOMBES ENERGIE,17W000000949852P,130450000,Graveson,CA Terre de Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,02/12/2019,02/12/2019,04/10/2022,CZTIN,HTA,Direct,GAZ,,MOTEUR A PISTON,,990.0,,,990.0,,,En service,0.0,Enedis
COGENERATION LES CHENES VERTS,17W000000151453I,130470114,Istres,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,20/12/2002,20/12/2002,30/11/2021,MIRAM,HTA,Direct,GAZ,,,,4165.0,,,3352.0,,,En service,0.0,Enedis
CENTRALE DE LAMBESC,17W000000059038Y,130500102,Lambesc,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15/03/2012,15/03/2012,23/11/2021,LAMB5,HTA,Direct,FIOUL,,,,6600.0,,,6400.0,,,En service,0.0,Enedis
Confidentiel,17W0000004233717,130530000,Mallemort,Métropole d'Aix-Marseille-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,05/01/2016,05/01/2016,29/07/2021,MALL6,HTA,Direct,GAZ,,AUTRE,,1960.0,,,1960.0,,,En service,0.0,Enedis
