nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
Confidentiel,17W000000156101O,553120000,Maizey,CC du Sammiellois,Meuse,Grand Est,01/11/1999,01/11/1999,18/10/2022,SSMIH,HTA,Direct,GAZ,,,,5147.0,,,5147.0,,,En service,0.0,Enedis
SPE,17W000000162558U,554960000,Sorcy-Saint-Martin,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,01/04/2012,01/04/2012,22/11/2022,VOID_,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
SOCIETE SPE,17W0000000530217,555020000,Stenay,CC du Pays de Stenay et du Val Dunois,Meuse,Grand Est,01/04/2012,01/04/2012,22/11/2022,STENA,HTA,Direct,FIOUL,,MOTEUR A PISTON,,7428.0,,,7428.0,,,En service,0.0,Enedis
Confidentiel,17W000000154688D,555450103,Verdun,CA du Grand Verdun,Meuse,Grand Est,29/01/1998,29/01/1998,01/11/2022,VERDU,HTA,Direct,GAZ,,AUTRE,,2646.0,,,2646.0,,,En service,0.0,Enedis
Confidentiel,17W000000155357V,555450101,Verdun,CA du Grand Verdun,Meuse,Grand Est,01/11/1999,01/11/1999,08/03/2022,DUGNY,HTA,Direct,GAZ,,AUTRE,,6300.0,,,4990.0,,,En service,0.0,Enedis
Confidentiel,17W000000048559H,560170000,Bignan,CC Centre Morbihan Communauté,Morbihan,Bretagne,01/11/1997,01/11/1997,01/04/2017,BIGNA,HTA,Direct,FIOUL,,COGENERATION A VAPEUR,,7424.0,,,7424.0,,,En service,0.0,Enedis
Confidentiel,17W000000401368I,560360102,Caudan,CA Lorient Agglomération,Morbihan,Bretagne,01/11/1997,01/11/1997,01/04/2017,MANEG,HTA,Direct,FIOUL,,,,7424.0,,,7424.0,,,En service,0.0,Enedis
Confidentiel,17W000000411159L,560910000,Josselin,CC Ploërmel Communauté,Morbihan,Bretagne,01/11/1997,01/11/1997,28/11/2022,JOSSE,HTA,Direct,FIOUL,,TURBINE A COMBUSTION,,3000.0,,,3000.0,,,En service,0.0,Enedis
Confidentiel,17W0000016567744,,Lanester,CA Lorient Agglomération,Morbihan,Bretagne,26/02/2016,26/02/2016,26/02/2016,MANEG,HTA,Direct,FIOUL,,AUTRE,,1600.0,,,,,,En service,0.0,Enedis
Confidentiel,17W0000001614841,561010102,Languidic,CA Lorient Agglomération,Morbihan,Bretagne,20/11/2015,20/11/2015,01/12/2015,KERLI,HTA,Direct,GAZ,,,,1140.0,,,1140.0,,,En service,0.0,Enedis
N.N.A QUESTEMBERT,17W000000047025M,561840101,Questembert,CC Questembert Communauté,Morbihan,Bretagne,01/11/2012,01/11/2012,01/11/2018,QUEST,HTA,Indirect,FIOUL,,AUTRE,,5400.0,,,5400.0,,,En service,0.0,Enedis
COGENERATION OCEANE,17W0000009574714,562600102,Vannes,CA Golfe du Morbihan - Vannes Agglomération,Morbihan,Bretagne,13/09/2019,13/09/2019,12/10/2022,VANNE,HTA,Indirect,GAZ,,,,230.0,,,230.0,,,En service,0.0,Enedis
COGENERATION T50 BEHREN,17W000000957784K,570580103,Behren-lès-Forbach,CA de Forbach Porte de France,Moselle,Grand Est,26/09/2019,26/09/2019,02/11/2022,KERBA,BT,Direct,GAZ,,,,48.0,,,48.0,,,En service,0.0,Enedis
BOUZONVILLE VALENERG,17W0000004134751,571060000,Bouzonville,CC Bouzonvillois-Trois Frontières,Moselle,Grand Est,01/11/1996,01/11/1996,05/10/2022,BOUZO,HTA,Direct,FIOUL,,TURBINE A COMBUSTION,,6620.0,,,6620.0,,,En service,0.0,Enedis
Confidentiel,17W000000907457S,571600101,Creutzwald,CC du Warndt,Moselle,Grand Est,01/11/2016,01/11/2016,28/07/2022,CREU6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,1950.0,,,1950.0,,,En service,,Energies et services Creutzwald
CR16 G1,17W000000936529G,571600101,Creutzwald,CC du Warndt,Moselle,Grand Est,01/01/2020,01/01/2020,28/07/2022,CREU6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,999.0,,,999.0,,,En service,,Energies et services Creutzwald
CR16 G2,17W000000935754E,571600101,Creutzwald,CC du Warndt,Moselle,Grand Est,01/01/2020,01/01/2020,28/07/2022,CREU6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,999.0,,,999.0,,,En service,,Energies et services Creutzwald
COGENERATION DE FAREBERSVILLER,17W000000147738F,572070102,Farébersviller,CC de Freyming-Merlebach,Moselle,Grand Est,22/12/2000,22/12/2000,02/11/2022,BETTI,HTA,Direct,GAZ,,AUTRE,,3261.0,,,3261.0,,,En service,0.0,Enedis
FONTOY VALENERG,17W000000049000S,572260000,Fontoy,CA Portes de France-Thionville,Moselle,Grand Est,01/11/1997,01/11/1997,05/10/2022,FTOY_,HTA,Direct,FIOUL,,AUTRE,,7424.0,,,7424.0,,,En service,0.0,Enedis
Confidentiel,17W000000146045E,572270111,Forbach,CA de Forbach Porte de France,Moselle,Grand Est,01/11/1997,01/11/1997,05/10/2022,FORBA,HTA,Direct,FIOUL,,AUTRE,,6830.0,,,6830.0,,,En service,0.0,Enedis
COGENERATION SODEVAR,17W0000001563082,572400106,Freyming-Merlebach,CC de Freyming-Merlebach,Moselle,Grand Est,21/10/2015,21/10/2015,05/10/2022,BETTI,HTA,Direct,GAZ,,AUTRE,,2000.0,,,2000.0,,,En service,0.0,Enedis
Confidentiel,17W000000433405A,572890000,Hambach,CA Sarreguemines Confluences,Moselle,Grand Est,01/11/2010,01/11/2010,02/11/2022,HAMBA,HTA,Direct,GAZ,,AUTRE,,4800.0,,,4800.0,,,En service,0.0,Enedis
Confidentiel,17W000000905839O,573320103,Hombourg-Haut,CC de Freyming-Merlebach,Moselle,Grand Est,01/11/1995,01/11/1995,28/07/2022,BETTI,HTA,Direct,,,MOTEUR A PISTON,,3600.0,,,3600.0,,,En service,,Energies et services Hombourg-Haut
confidentiel,17W0000013605214,574120000,Longeville-lès-Metz,Metz Métropole,Moselle,Grand Est,25/11/2021,25/01/2022,28/04/2022,,HTA,Direct,FIOUL,,MOTEUR A PISTON,,,,,750.0,,,En service,,réséda
Confidentiel,17W000000054378Z,574330105,Maizières-lès-Metz,CC Rives de Moselle,Moselle,Grand Est,01/11/2012,01/11/2012,05/10/2022,AMANV,HTA,Direct,GAZ,,AUTRE,,1946.0,,,1946.0,,,En service,0.0,Enedis
MAXE T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MAXE (LA),17W000000012683R,574520000,La Maxe,Metz Métropole,Moselle,Grand Est,01/06/1971,01/06/1971,02/04/2015,MAXE,225 kV,DIRECT,CHARBON,FIOUL,TURBINE A VAPEUR,,250000.0,,,250000.0,,1.0,En retrait provisoire,,RTE
MAXE T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE MAXE (LA),17W000000012673U,574520000,La Maxe,Metz Métropole,Moselle,Grand Est,01/11/1971,01/11/1971,09/04/2015,MAXE,225 kV,DIRECT,CHARBON,FIOUL,TURBINE A VAPEUR,,250000.0,,,250000.0,,1.0,En retrait provisoire,,RTE
confidentiel,17W000000922978D,574630303,Metz,Metz Métropole,Moselle,Grand Est,02/08/1992,01/10/1992,28/09/2022,,63 kV,Direct,GAZ,,COGENERATION A VAPEUR,,,,,41000.0,,,En service,,réséda
confidentiel,17W000000918698W,574630303,Metz,Metz Métropole,Moselle,Grand Est,02/11/1987,01/01/1988,28/09/2022,,HTA,Direct,FIOUL,,MOTEUR A PISTON,,,,,2000.0,,,En service,,réséda
confidentiel,17W000000919966S,574630303,Metz,Metz Métropole,Moselle,Grand Est,01/10/1999,30/11/1999,28/09/2022,,HTA,Direct,FIOUL,,MOTEUR A PISTON,,,,,640.0,,,En service,,réséda
confidentiel,17W0000009223489,574630901,Metz,Metz Métropole,Moselle,Grand Est,01/09/1997,31/10/1997,14/04/2022,,HTA,Direct,FIOUL,,MOTEUR A PISTON,,,,,1600.0,,,En service,,réséda
confidentiel,17W000000919147R,574630303,Metz,Metz Métropole,Moselle,Grand Est,08/06/2017,30/08/2017,14/04/2022,,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,,,,12000.0,,,En service,,réséda
confidentiel,17W0000009466652,574631008,Metz,Metz Métropole,Moselle,Grand Est,10/01/2020,13/01/2020,14/04/2022,,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,,,,999.0,,,En service,,réséda
confidentiel,17W000000921499U,574630303,Metz,Metz Métropole,Moselle,Grand Est,02/10/1969,01/12/1969,28/09/2022,,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,,,,9000.0,,,En service,,réséda
E.HUCT06 - GROUPE 06 DE LA CENTRALE THERMIQUE DE EMILE-HUCHET,17W100P100P0005Z,576060106,Saint-Avold,CA Saint-Avold Synergie,Moselle,Grand Est,01/07/1981,01/01/1982,01/01/2016,E.HUC,225 kV,DIRECT,CHARBON,,TURBINE A VAPEUR,,600000.0,,,600000.0,,1.0,En service,,RTE
Confidentiel,17W000000907839E,576060102,Saint-Avold,CA Saint-Avold Synergie,Moselle,Grand Est,01/11/2017,01/11/2017,28/07/2022,,HTA,Direct,GAZ,,MOTEUR A PISTON,,1200.0,,,1200.0,,,En service,,Energis
E.HUCT07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE EMILE-HUCHET,17W100P100P13464,576060106,Saint-Avold,CA Saint-Avold Synergie,Moselle,Grand Est,01/11/2009,,15/10/2020,E.HUC,400 kV,DIRECT,GAZ,,CYCLE COMBINE,,433900.0,,,446000.0,,1.0,En service,,RTE
E.HUCT08 - GROUPE 08 DE LA CENTRALE THERMIQUE DE EMILE-HUCHET,17W100P100P00113,576060106,Saint-Avold,CA Saint-Avold Synergie,Moselle,Grand Est,01/11/2009,,15/10/2020,E.HUC,400 kV,DIRECT,GAZ,,CYCLE COMBINE,,433900.0,,,446000.0,,1.0,En service,,RTE
COGENERATION HOSPITALOR,17W000000966824X,576060109,Saint-Avold,CA Saint-Avold Synergie,Moselle,Grand Est,01/02/2020,01/02/2020,28/07/2022,,HTA,Direct,GAZ,,MOTEUR A PISTON,,299.0,,,299.0,,,En service,,Energis
CENTRE DE PRODUCTION REHABILITEE,17W000000931203Y,576200000,Sainte-Marie-aux-Chênes,CC du Pays Orne Moselle,Moselle,Grand Est,01/10/2018,01/11/2018,29/07/2022,,HTA,Direct,FIOUL,,,,4000.0,,,4000.0,,,En service,,Energies-services Sainte Marie aux Chênes
SARR7T04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE SARRALBE,17W0000000134087,576280000,Sarralbe,CA Sarreguemines Confluences,Moselle,Grand Est,01/02/2017,16/02/2017,17/02/2017,SARR7,BT,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,4468.0,,,4468.0,,1.0,En service,,RTE
Confidentiel,17W0000000454492,576310103,Sarreguemines,CA Sarreguemines Confluences,Moselle,Grand Est,14/11/1998,14/11/1998,01/11/2022,SARR6,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1623.0,,,1623.0,,,En service,0.0,Enedis
DSP SARREGUEMINES 1,17W000001345174N,576310109,Sarreguemines,CA Sarreguemines Confluences,Moselle,Grand Est,21/10/2021,21/10/2021,05/10/2022,SARR6,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,2422.0,,,1211.0,,,En service,0.0,Enedis
DSP SARREGUEMINES 1,17W000001359741P,576310109,Sarreguemines,CA Sarreguemines Confluences,Moselle,Grand Est,12/10/2021,12/10/2021,21/10/2021,SARR6,HTA,Indirect,GAZ,,COGENERATION A COMBUSTION,,1211.0,,,1211.0,,,En service,0.0,Enedis
COGENERATION CONTINENTAL,17W0000000437911,576310109,Sarreguemines,CA Sarreguemines Confluences,Moselle,Grand Est,01/11/2000,01/11/2000,05/10/2022,SARR6,HTA,Direct,GAZ,,AUTRE,,7569.0,,,7569.0,,,En service,0.0,Enedis
E.SOLT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE EBANGE-SOLLAC,17W100P100P13545,576720101,Thionville,CA Portes de France-Thionville,Moselle,Grand Est,01/01/1963,01/01/1963,02/01/2015,E.SOL,63 kV,INDIRECT,GAZ,GAZ,COGENERATION A VAPEUR,,9000.0,,,9000.0,,1.0,En service,,RTE
Confidentiel,17W000000061407Q,576720110,Thionville,CA Portes de France-Thionville,Moselle,Grand Est,15/11/2005,15/11/2005,05/10/2022,MANOM,HTA,Direct,GAZ,,,,2090.0,,,1948.0,,,En service,0.0,Enedis
Confidentiel,17W000000497129Q,581170101,Fourchambault,CA de Nevers,Nièvre,Bourgogne-Franche-Comté,23/11/2018,23/11/2018,29/12/2022,GARCH,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,6286.0,,,4499.0,,,En service,0.0,Enedis
Confidentiel,17W0000004910204,581940101,Nevers,CA de Nevers,Nièvre,Bourgogne-Franche-Comté,31/10/2018,31/10/2018,13/12/2022,NEVER,HTA,Direct,FIOUL,,COGENERATION A COMBUSTION,,700.0,,,700.0,,,En service,0.0,Enedis
Confidentiel,17W000001470179D,,Nevers,CA de Nevers,Nièvre,Bourgogne-Franche-Comté,01/11/2010,01/11/2010,01/11/2022,NEVER,HTA,Direct,GAZ,,,,1000.0,,,986.0,,,En service,0.0,Enedis
Confidentiel,17W0000003900612,590090601,Villeneuve-d'Ascq,Métropole Européenne de Lille,Nord,Hauts-de-France,19/09/2016,19/09/2016,15/12/2022,HELLE,HTA,Direct,GAZ,,AUTRE,,4212.0,,,4212.0,,,En service,0.0,Enedis
LA RESIDENCE,17W000000043355L,590090504,Villeneuve-d'Ascq,Métropole Européenne de Lille,Nord,Hauts-de-France,01/02/2003,01/02/2003,13/12/2022,ANSTA,HTA,Direct,GAZ,,,,4252.0,,,4252.0,,,En service,0.0,Enedis
Confidentiel,17W0000000438284,590430501,Bailleul,CC de Flandre Intérieure,Nord,Hauts-de-France,19/10/2000,19/10/2000,13/12/2022,BAILL,HTA,Direct,GAZ,,AUTRE,,1100.0,,,1100.0,,,En service,0.0,Enedis
BOUCHT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE BOUCHAIN,17W000000012237D,590920000,Bouchain,CA de la Porte du Hainaut,Nord,Hauts-de-France,01/09/1970,01/04/1970,19/07/2012,BOUCH,225 kV,DIRECT,CHARBON,"FIOUL, GAZ",TURBINE A VAPEUR,,250000.0,,,250000.0,,1.0,En retrait provisoire,,RTE
BOUCHT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE BOUCHAIN,17W000000012843V,590920000,Bouchain,CA de la Porte du Hainaut,Nord,Hauts-de-France,01/04/1970,01/04/1970,15/04/2015,BOUCH,225 kV,DIRECT,CHARBON,"FIOUL, GAZ",TURBINE A VAPEUR,,250000.0,,,250000.0,,1.0,En retrait provisoire,,RTE
BOUCHT07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE BOUCHAIN,17W100P100P01768,590920000,Bouchain,CA de la Porte du Hainaut,Nord,Hauts-de-France,22/01/2016,26/07/2016,26/07/2016,BOUCH,400 kV,DIRECT,GAZ,,CYCLE COMBINE,,563000.0,,,563000.0,,1.0,En service,,RTE
Confidentiel,17W000001446221S,591220102,Cambrai,CA de Cambrai,Nord,Hauts-de-France,01/11/2022,01/11/2022,01/11/2022,CAMBR,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,971.0,,,971.0,,,En service,0.0,Enedis
PISCINE LIBERTE,17W000000054032Y,591220110,Cambrai,CA de Cambrai,Nord,Hauts-de-France,08/11/2010,08/11/2010,27/10/2022,CAMBR,BT,Direct,GAZ,,AUTRE,,247.0,,,247.0,,,En service,0.0,Enedis
Confidentiel,17W0000009129423,591220107,Cambrai,CA de Cambrai,Nord,Hauts-de-France,27/03/2019,27/03/2019,27/10/2022,CAMBR,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,48.0,,,48.0,,,En service,0.0,Enedis
Confidentiel,17W000000911315Z,591220108,Cambrai,CA de Cambrai,Nord,Hauts-de-France,27/03/2019,27/03/2019,27/10/2022,CAMBR,BT,Direct,GAZ,,,,48.0,,,48.0,,,En service,0.0,Enedis
Confidentiel,17W000000461393K,591830602,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,01/03/2018,01/03/2018,27/10/2022,Q.ECL,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,225.0,,,225.0,,,En service,0.0,Enedis
Confidentiel,17W000000423738Q,,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,25/10/2016,25/10/2016,15/12/2022,Q.ECL,HTA,Indirect,GAZ,,AUTRE,,3585.0,,,3585.0,,,En service,0.0,Enedis
Confidentiel,17W000000165627M,591830901,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,21/10/2008,21/10/2008,13/12/2022,Q.ECL,HTA,Direct,GAZ,,AUTRE,,4158.0,,,4130.0,,,En service,0.0,Enedis
Confidentiel,17W0000000430352,591830803,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,11/01/2017,11/01/2017,23/06/2021,Q.ECL,HTA,Direct,GAZ,,AUTRE,,1170.0,,,1170.0,,,En service,0.0,Enedis
WESTHT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE WESTHOUCK,17W100P100P17303,591831401,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,01/01/1978,01/01/1978,02/01/2015,WESTH,225 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,6500.0,,,6500.0,,1.0,En service,,RTE
Confidentiel,17W000000419609D,591830402,Dunkerque,CU de Dunkerque,Nord,Hauts-de-France,25/10/2016,25/10/2016,15/12/2022,Q.ECL,HTA,Direct,GAZ,,AUTRE,,3585.0,,,,,,En service,0.0,Enedis
BRAEKT22 - GROUPE 22 DE LA CENTRALE THERMIQUE DE BRAEK,17W100P100P0333I,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/04/2004,,01/01/2016,BRAEK,225 kV,INDIRECT,GAZ,,CYCLE COMBINE,,239000.0,,,239000.0,,1.0,En service,,RTE
PREDET01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE PREDEMBOURG,17W100P100P1587J,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/02/1984,01/02/1984,02/01/2014,PREDE,225 kV,INDIRECT,GAZ,,COGENERATION A VAPEUR,,10000.0,,,10000.0,,1.0,En service,,RTE
PREDET02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE PREDEMBOURG,17W100P100P1590U,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/01/1987,01/01/1987,02/01/2014,PREDE,225 kV,INDIRECT,GAZ,,COGENERATION A VAPEUR,,5600.0,,,5600.0,,1.0,En service,,RTE
BRAEKT12 - GROUPE 12 DE LA CENTRALE THERMIQUE DE BRAEK,17W100P100P0331M,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/04/2004,,01/01/2016,BRAEK,225 kV,INDIRECT,GAZ,,CYCLE COMBINE,,239000.0,,,239000.0,,1.0,En service,,RTE
BRAEKT11 - GROUPE 11 DE LA CENTRALE THERMIQUE DE BRAEK,17W100P100P0330O,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/04/2004,,01/01/2016,BRAEK,225 kV,INDIRECT,GAZ,,CYCLE COMBINE,,165000.0,,,165000.0,,1.0,En service,,RTE
BRAEKT21 - GROUPE 21 DE LA CENTRALE THERMIQUE DE BRAEK,17W100P100P0332K,592710101,Grande-Synthe,CU de Dunkerque,Nord,Hauts-de-France,01/04/2004,,01/01/2016,BRAEK,225 kV,INDIRECT,GAZ,,CYCLE COMBINE,,165000.0,,,165000.0,,1.0,En service,,RTE
HAUBOT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE HAUBOURDIN,17W100P100P14185,592860202,Haubourdin,Métropole Européenne de Lille,Nord,Hauts-de-France,01/10/2000,,28/05/2014,HAUBO,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,47000.0,,,47000.0,,1.0,En service,,RTE
HAUBOT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE HAUBOURDIN,17W100P100P2820Y,592860202,Haubourdin,Métropole Européenne de Lille,Nord,Hauts-de-France,28/05/2014,,28/05/2014,HAUBO,90 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,3500.0,,,3500.0,,1.0,En service,,RTE
HAUBOT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE HAUBOURDIN,17W100P100P2168Y,592860202,Haubourdin,Métropole Européenne de Lille,Nord,Hauts-de-France,28/05/2014,,28/05/2014,HAUBO,90 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,7500.0,,,7500.0,,1.0,En service,,RTE
Confidentiel,17W000000047675K,592950103,Hazebrouck,CC de Flandre Intérieure,Nord,Hauts-de-France,01/11/2013,01/11/2013,15/12/2022,HAZEB,HTA,Direct,GAZ,,AUTRE,,1100.0,,,1100.0,,,En service,0.0,Enedis
L.SSAT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE LIEU-SAINT-AMAND,17W000000492296W,593130000,Hordain,CA de la Porte du Hainaut,Nord,Hauts-de-France,31/10/2017,31/10/2017,31/10/2017,HORDA,90 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,3200.0,,,,,1.0,En service,,RTE
Confidentiel,17W000000059237S,593280102,Lambersart,Métropole Européenne de Lille,Nord,Hauts-de-France,05/04/2000,05/04/2000,27/10/2022,SEQUE,HTA,Direct,GAZ,,AUTRE,,1498.0,,,1498.0,,,En service,0.0,Enedis
Confidentiel,17W0000000464439,,Lannoy,Métropole Européenne de Lille,Nord,Hauts-de-France,01/03/2002,01/03/2002,13/12/2022,WATTR,HTA,Direct,GAZ,,,,2000.0,,,2000.0,,,En service,0.0,Enedis
DUNEST01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE DUNES (LES),17W100P100P1323G,593400102,Leffrinckoucke,CU de Dunkerque,Nord,Hauts-de-France,01/10/1993,,01/12/2009,DUNES,225 kV,DIRECT,FIOUL,,MOTEUR A PISTON,,9400.0,,,9400.0,,1.0,En retrait provisoire,,RTE
M.TERT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MONT-DE-TERRE,17W100P100P1512D,593501008,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,01/06/2001,,01/01/2006,M.TER,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,46000.0,,,46000.0,,1.0,En service,,RTE
Confidentiel,17W000000058568A,593500701,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,16/09/2001,16/09/2001,13/12/2022,SEQUE,HTA,Direct,GAZ,,AUTRE,,10400.0,,,10400.0,,,En service,0.0,Enedis
Confidentiel,17W0000000561744,593500901,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,11/03/2002,11/03/2002,27/10/2022,BALLO,HTA,Direct,GAZ,,AUTRE,,1930.0,,,1930.0,,,En service,0.0,Enedis
Confidentiel,17W000000052144X,593500801,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,23/01/1999,23/01/1999,13/12/2022,SEQUE,HTA,Direct,GAZ,,AUTRE,,2400.0,,,2400.0,,,En service,0.0,Enedis
M.TERT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE MONT-DE-TERRE,17W100P100P32345,593501008,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,01/10/2014,,01/10/2014,M.TER,BT,DIRECT,GAZ,,TURBINE A VAPEUR,,12000.0,,,12000.0,,1.0,En service,,RTE
Confidentiel,17W0000003942572,593500905,Lille,Métropole Européenne de Lille,Nord,Hauts-de-France,20/08/2000,20/08/2000,13/12/2022,BALLO,HTA,Direct,GAZ,,AUTRE,,850.0,,,850.0,,,En service,0.0,Enedis
GAZONOR,17W0000000786464,593610000,Lourches,CA de la Porte du Hainaut,Nord,Hauts-de-France,28/06/2017,28/06/2017,05/08/2022,G.CAI,HTA,Direct,GAZ,,AUTRE,,1520.0,,,1520.0,,,En service,0.0,Enedis
CH SAMBRE AVESNOIS,17W000000056142H,593920403,Maubeuge,CA Maubeuge Val de Sambre,Nord,Hauts-de-France,01/11/2011,01/11/2011,22/01/2021,MAUBE,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1380.0,,,1370.0,,,En service,0.0,Enedis
LESTRT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE LESTREM,17W100P100P1476S,594000103,Merville,CC Flandre Lys,Nord,Hauts-de-France,01/09/2000,,01/10/2003,LESTR,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,40000.0,,,40000.0,,1.0,En service,,RTE
LESTRT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE LESTREM,17W100P100P1478O,594000103,Merville,CC Flandre Lys,Nord,Hauts-de-France,01/09/2000,,01/10/2003,LESTR,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,40000.0,,,40000.0,,1.0,En service,,RTE
Confidentiel,17W000000973177C,,Mons-en-Barul,Métropole Européenne de Lille,Nord,Hauts-de-France,01/07/2020,01/07/2020,14/12/2022,HELLE,HTA,Indirect,GAZ,,AUTRE,,4330.0,,,4330.0,,,En service,0.0,Enedis
Confidentiel,17W000000153959D,594100202,Mons-en-Barul,Métropole Européenne de Lille,Nord,Hauts-de-France,01/07/2020,01/07/2020,14/12/2022,HELLE,HTA,Direct,GAZ,,AUTRE,,7620.0,,,1710.0,,,En service,0.0,Enedis
COGENERATION ALSTOM,17W000000492963J,,Petite-Forêt,CA Valenciennes Métropole,Nord,Hauts-de-France,15/10/2018,15/10/2018,14/12/2022,P.FOR,HTA,Direct,GAZ,,MOTEUR A PISTON,,3260.0,,,3260.0,,,En service,0.0,Enedis
COGENERATION USINE ALSTOM,17W000000491417E,,Petite-Forêt,CA Valenciennes Métropole,Nord,Hauts-de-France,15/10/2018,15/10/2018,12/09/2022,P.FOR,HTA,Direct,GAZ,,MOTEUR A PISTON,,3260.0,,,,,,En service,0.0,Enedis
QUAR5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE QUARTES,17W100P100P2118C,594670000,Pont-sur-Sambre,CA Maubeuge Val de Sambre,Nord,Hauts-de-France,01/04/2009,19/05/2017,15/03/2021,QUAR5,225 kV,DIRECT,GAZ,,CYCLE COMBINE,,450000.0,,,450000.0,,1.0,En service,,RTE
MALTERIE PROUVY,17W000001446974G,,Prouvy,CA Valenciennes Métropole,Nord,Hauts-de-France,01/11/2022,01/11/2022,01/11/2022,DENAI,HTA,Direct,GAZ,,AUTRE,,3282.0,,,3282.0,,,En service,0.0,Enedis
Confidentiel,17W000000057569D,595070202,Ronchin,Métropole Européenne de Lille,Nord,Hauts-de-France,11/03/2002,11/03/2002,13/12/2022,WATTI,HTA,Direct,GAZ,,AUTRE,,1200.0,,,1189.0,,,En service,0.0,Enedis
Confidentiel,17W000000406458T,595120702,Roubaix,Métropole Européenne de Lille,Nord,Hauts-de-France,18/10/2016,18/10/2016,12/12/2022,HANNA,HTA,Direct,GAZ,,AUTRE,,2523.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000058140B,595121003,Roubaix,Métropole Européenne de Lille,Nord,Hauts-de-France,06/11/2010,06/11/2010,13/12/2022,WATTR,HTA,Direct,GAZ,,AUTRE,,5580.0,,,4990.0,,,En service,0.0,Enedis
Confidentiel,17W000000415989Y,595120303,Roubaix,Métropole Européenne de Lille,Nord,Hauts-de-France,01/11/2009,01/11/2009,13/12/2022,ROU.N,HTA,Direct,GAZ,,AUTRE,,4120.0,,,4120.0,,,En service,0.0,Enedis
